AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,Class
6.02,1.39,6.02,6.02,5.09,10.19,1.39,3.7,9.72,5.09,2.31,3.24,4.17,3.7,2.31,6.02,8.8,8.33,1.39,5.09,0.256,-0.585,-0.231,-0.462,0.021,0.134,0.25,0.463,0.042,0.116,0.134,0.463,0.208,0.037,0.542,0.458,20.7,377.02,21.44,22.04,33.69,32.18,99.45,26.26,17.06,18.11,52.21,37.76,32.13,65.17,60.65,43.45,28.41,35.61,67.27,42.81,1.13,1.0,1.13,1.12,1.0,1.08,1.0,1.16,1.21,1.26,1.0,1.0,1.1,1.0,1.2,1.0,1.07,1.0,1.0,1.11,nonDRNA
7.19,0.24,7.43,8.15,4.32,6.24,1.2,6.0,9.35,9.11,3.36,3.84,5.04,4.08,2.4,5.28,6.47,4.32,1.68,4.32,0.108,-0.357,-0.257,-0.494,0.142,0.129,0.204,0.472,0.05,0.103,0.129,0.477,0.218,0.036,0.46,0.54,24.85,120.33,21.5,20.61,54.25,20.6,104.04,23.82,15.47,32.43,39.96,62.55,30.42,83.1,24.9,45.38,21.18,23.86,71.16,37.5,1.0,1.0,1.27,1.19,1.0,1.08,1.0,1.21,1.28,1.0,1.0,1.0,1.0,1.0,1.21,1.0,1.0,1.43,1.0,1.14,nonDRNA
4.65,1.33,7.31,6.98,2.99,7.97,1.33,6.31,9.63,4.65,3.99,2.99,4.32,2.66,6.31,4.32,5.65,9.3,2.66,4.65,0.222,-0.342,-0.394,-0.301,0.0,0.173,0.186,0.468,0.043,0.103,0.173,0.458,0.246,0.053,0.478,0.522,14.54,228.88,20.79,35.77,30.68,17.81,195.44,17.3,15.44,28.92,110.79,22.58,34.4,37.85,56.64,26.11,25.76,27.77,61.79,70.47,1.0,1.0,1.0,1.0,1.0,1.11,1.0,1.19,1.28,1.0,1.0,1.13,1.0,1.0,1.0,1.13,1.0,1.27,1.0,1.0,nonDRNA
11.2,0.4,6.4,4.4,5.6,7.6,0.4,8.4,11.6,5.6,1.2,6.0,3.2,3.2,2.8,6.0,5.2,6.0,2.4,2.4,0.162,-0.496,-0.302,-0.398,0.13,0.148,0.172,0.512,0.032,0.104,0.148,0.492,0.24,0.016,0.52,0.48,25.92,123.71,20.96,28.61,48.82,26.69,137.02,30.54,34.12,17.6,70.7,22.26,50.77,41.02,55.25,38.62,33.86,32.78,66.28,24.95,1.51,1.25,1.22,1.06,1.09,1.16,1.0,1.11,1.18,1.1,1.0,1.0,1.0,1.0,1.1,1.19,1.25,1.07,1.0,1.1,nonDRNA
7.54,1.4,7.89,5.61,3.86,6.67,0.88,6.49,5.96,7.37,2.46,7.54,3.16,4.39,3.68,5.61,5.61,4.91,2.11,6.84,0.18,-0.267,-0.135,-0.52,-0.025,0.105,0.239,0.446,0.032,0.128,0.105,0.449,0.212,0.039,0.504,0.496,35.96,0.0,20.47,27.27,86.38,27.81,113.5,20.97,16.46,27.74,66.68,24.76,58.85,35.39,85.21,22.38,46.11,31.29,139.03,30.51,1.0,0.0,1.15,1.1,1.13,1.04,1.0,1.07,1.42,1.26,1.35,1.19,1.0,1.15,1.0,1.1,1.13,1.42,1.0,1.0,nonDRNA
4.04,0.0,7.93,6.29,2.25,6.74,1.35,8.98,13.47,6.89,2.54,8.08,2.54,4.04,1.8,6.14,4.64,5.69,1.05,5.54,0.376,-0.276,-0.387,-0.514,0.024,0.166,0.204,0.407,0.025,0.088,0.166,0.386,0.272,0.025,0.458,0.542,35.96,0.0,20.47,27.58,86.38,25.96,113.5,20.97,16.65,27.74,66.68,21.99,58.85,35.39,85.21,22.38,46.11,31.29,139.03,30.51,1.0,0.0,1.15,1.1,1.13,1.04,1.0,1.07,1.43,1.26,1.35,1.18,1.0,1.15,1.0,1.1,1.13,1.42,1.0,1.0,nonDRNA
4.04,0.0,7.93,6.14,2.25,6.89,1.35,8.98,13.32,6.89,2.54,8.23,2.54,4.04,1.8,6.14,4.64,5.69,1.05,5.54,0.375,-0.281,-0.381,-0.515,0.021,0.165,0.204,0.409,0.025,0.088,0.165,0.386,0.272,0.025,0.461,0.539,17.98,57.92,21.55,29.62,32.9,18.16,47.26,15.87,14.58,29.37,79.53,23.23,64.23,68.81,31.57,26.76,19.63,34.06,54.41,22.34,1.0,1.0,1.17,1.22,1.0,1.0,1.0,1.12,1.38,1.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nonDRNA
7.45,2.48,7.45,5.59,3.73,8.7,2.48,9.94,9.94,7.45,1.24,6.21,1.24,1.24,3.73,5.59,5.59,3.11,1.24,5.59,0.299,-0.421,-0.246,-0.424,-0.035,0.161,0.205,0.441,0.012,0.106,0.161,0.435,0.236,0.037,0.478,0.522,23.61,136.43,17.26,23.29,70.69,32.52,194.67,33.69,14.34,26.09,85.98,30.52,70.09,60.76,0.0,18.19,31.07,15.41,158.49,55.91,1.4,1.0,1.0,1.55,1.0,1.0,1.0,1.0,1.31,1.16,1.0,1.15,1.0,1.67,0.0,1.25,1.31,1.07,1.0,1.0,nonDRNA
7.41,1.11,7.78,8.15,2.96,5.93,0.37,4.44,14.44,9.26,1.85,4.81,1.48,3.33,0.0,8.89,4.81,10.37,0.37,2.22,0.392,-0.652,-0.355,-0.676,0.154,0.148,0.204,0.441,0.015,0.056,0.148,0.441,0.211,0.03,0.526,0.474,22.06,176.79,20.93,28.68,29.14,45.03,49.76,26.6,31.37,29.26,56.85,33.65,33.99,50.53,35.01,24.97,34.45,23.45,81.02,30.74,1.39,1.0,1.32,1.34,1.0,1.1,1.0,1.0,1.21,1.0,1.0,1.0,1.41,1.0,1.0,1.06,1.08,1.26,1.0,1.0,nonDRNA
10.22,0.67,6.89,6.44,4.89,4.44,2.22,6.89,6.44,5.56,2.89,4.22,6.44,2.67,4.0,7.11,5.33,6.89,1.78,4.0,0.066,-0.358,-0.134,-0.38,0.171,0.127,0.198,0.5,0.064,0.107,0.127,0.516,0.233,0.036,0.522,0.478,17.41,195.68,33.82,25.16,57.88,18.31,63.17,25.56,51.34,22.01,67.12,53.53,44.37,28.15,41.56,46.19,32.91,19.87,0.0,68.36,1.26,1.0,1.0,1.11,1.0,1.3,1.12,1.32,1.09,1.42,1.25,1.19,1.18,1.0,1.13,1.0,1.08,1.13,0.0,1.12,nonDRNA
10.95,0.71,5.65,6.36,3.0,9.36,2.83,6.54,3.89,9.36,2.83,3.71,3.89,5.3,5.48,4.42,4.59,8.3,0.0,2.83,0.131,-0.734,-0.342,-0.482,0.19,0.122,0.178,0.542,0.039,0.058,0.122,0.502,0.198,0.035,0.516,0.484,11.53,54.19,28.13,22.11,61.62,15.84,33.92,43.29,17.05,16.13,26.61,36.7,18.86,36.74,0.0,28.1,28.62,21.79,61.69,0.0,1.35,1.0,1.0,1.86,1.0,1.22,1.0,1.0,1.2,1.0,1.0,1.0,1.22,1.0,0.0,1.0,1.0,1.0,1.0,0.0,nonDRNA
16.35,1.92,2.88,6.73,0.96,8.65,1.92,4.81,9.62,11.54,4.81,2.88,8.65,2.88,0.0,3.85,2.88,6.73,1.92,0.0,-0.184,-0.942,-0.14,-0.271,0.349,0.115,0.115,0.644,0.087,0.029,0.115,0.606,0.231,0.067,0.548,0.452,30.22,0.0,19.85,13.85,38.31,22.3,123.06,26.76,30.17,16.87,66.68,93.14,34.59,46.21,28.16,34.63,30.2,18.3,158.48,42.16,1.0,0.0,1.21,1.09,1.0,1.0,1.0,1.44,1.27,1.26,1.0,1.4,1.0,1.0,1.38,1.2,1.0,1.11,1.0,1.2,nonDRNA
5.56,0.0,8.12,9.83,2.99,5.56,1.71,7.69,6.41,9.83,2.56,2.14,5.13,3.42,6.84,4.27,5.56,7.69,0.43,4.27,0.124,-0.384,-0.473,-0.547,0.182,0.15,0.175,0.474,0.051,0.077,0.15,0.474,0.222,0.026,0.44,0.56,17.96,105.31,21.76,25.17,27.28,23.65,24.87,16.33,74.63,13.95,123.47,32.91,37.55,47.56,32.35,17.59,51.03,53.73,0.0,39.64,1.0,1.0,1.0,1.22,1.0,1.0,1.25,1.43,1.33,1.47,1.5,1.0,1.0,1.18,1.0,1.0,1.0,1.0,0.0,1.0,nonDRNA
8.44,0.65,4.55,5.84,4.55,7.79,5.19,9.09,3.9,11.04,2.6,5.84,3.25,7.14,3.25,6.49,2.6,3.9,0.0,3.9,0.012,-0.461,-0.253,-0.42,0.149,0.123,0.208,0.506,0.032,0.084,0.123,0.461,0.214,0.032,0.435,0.565,21.81,126.66,13.37,29.5,22.03,25.13,145.16,28.25,12.36,16.4,86.85,21.06,44.26,40.37,61.0,56.67,45.51,28.77,166.95,53.73,1.25,1.0,1.15,1.0,1.12,1.21,1.0,1.25,1.12,1.38,1.0,1.12,1.25,1.0,1.0,1.0,1.14,1.25,1.0,1.0,nonDRNA
8.6,0.72,9.32,5.02,5.73,6.81,1.43,5.73,11.83,9.32,1.43,6.09,2.87,3.58,1.79,3.23,5.02,8.6,0.36,2.51,0.171,-0.494,-0.32,-0.513,0.143,0.151,0.151,0.495,0.029,0.086,0.151,0.484,0.24,0.022,0.513,0.487,19.45,0.0,21.45,24.96,33.07,22.84,0.0,30.38,13.21,26.3,101.27,39.77,28.14,47.94,72.34,24.62,33.49,17.17,58.8,42.81,1.0,0.0,1.0,1.15,1.4,1.0,0.0,1.0,1.25,1.31,1.29,1.15,1.0,1.0,1.0,1.29,1.21,1.2,1.0,1.22,nonDRNA
7.06,0.0,5.88,5.1,3.92,5.49,0.0,4.31,12.55,10.2,2.75,5.1,4.31,2.75,1.57,8.24,7.45,7.84,1.96,3.53,0.023,-0.491,-0.358,-0.458,0.147,0.141,0.22,0.478,0.043,0.094,0.141,0.498,0.235,0.027,0.514,0.486,40.79,151.36,23.04,42.21,28.74,41.06,46.55,12.13,15.89,24.82,71.92,23.88,47.59,41.42,42.88,20.72,24.9,32.74,0.0,29.99,1.0,1.0,1.1,1.0,1.0,1.18,1.0,1.31,1.16,1.29,1.0,1.24,1.0,1.29,1.0,1.11,1.14,1.0,0.0,1.12,nonDRNA
2.13,0.43,8.51,4.26,5.11,4.68,2.55,13.62,10.64,5.96,1.7,7.23,2.13,2.98,2.98,8.09,5.96,3.83,0.0,7.23,0.131,-0.158,-0.347,-0.496,-0.012,0.162,0.247,0.391,0.021,0.123,0.162,0.409,0.255,0.021,0.43,0.57,14.27,176.6,32.36,41.56,61.41,35.71,92.63,28.6,63.82,31.57,97.97,35.08,49.14,56.16,68.34,30.22,30.74,34.33,111.52,66.34,1.21,1.0,1.18,1.0,1.0,2.22,1.0,1.06,1.31,1.2,1.0,1.15,1.0,1.09,1.0,2.37,1.26,1.27,1.0,1.12,nonDRNA
10.89,1.16,7.26,3.8,3.3,5.94,1.98,5.28,4.29,6.77,2.31,6.44,3.3,3.63,2.15,12.05,7.59,7.43,1.65,2.81,0.302,-0.651,-0.02,-0.586,0.14,0.084,0.272,0.469,0.033,0.078,0.084,0.497,0.182,0.035,0.62,0.38,22.2,71.19,36.39,84.01,41.16,16.44,55.02,20.16,31.19,13.53,51.35,14.89,34.76,37.07,73.49,24.67,14.68,29.2,103.09,46.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,1.22,1.12,1.0,1.22,1.0,1.0,1.0,1.18,1.1,1.0,1.0,1.0,nonDRNA
7.51,1.73,2.89,1.73,2.31,8.09,2.31,6.36,5.2,9.83,3.47,10.4,3.47,3.47,1.73,6.36,12.14,6.94,0.58,3.47,0.011,-0.779,-0.235,-0.485,-0.038,0.092,0.272,0.486,0.035,0.064,0.092,0.543,0.231,0.052,0.595,0.405,23.22,112.95,25.73,24.92,28.46,32.57,305.98,36.59,28.08,31.93,124.54,25.23,44.69,64.38,99.64,25.02,16.68,22.19,71.67,37.83,1.18,1.0,1.08,1.0,1.0,1.07,1.0,1.0,1.18,1.16,1.0,1.14,1.12,1.0,1.0,1.15,1.11,1.07,1.22,1.0,nonDRNA
8.53,1.03,6.72,5.94,6.46,6.98,0.52,4.65,5.68,6.46,2.07,7.24,4.13,2.07,1.29,6.72,9.82,6.98,2.33,4.39,0.053,-0.504,-0.031,-0.59,-0.003,0.075,0.24,0.486,0.041,0.132,0.075,0.525,0.189,0.031,0.581,0.419,18.73,195.44,21.67,30.07,42.98,22.27,57.59,19.86,31.1,31.1,48.22,36.21,40.56,52.79,68.04,37.09,26.81,34.27,138.11,86.54,1.15,1.0,1.0,1.29,1.1,1.43,1.21,1.13,1.15,1.0,1.0,1.14,1.0,1.12,1.12,1.07,1.23,1.0,1.0,1.12,nonDRNA
9.31,0.53,6.68,6.15,3.51,9.84,3.34,8.26,7.03,5.45,3.16,4.92,3.87,2.81,2.99,5.1,7.73,5.8,0.7,2.81,0.304,-0.672,-0.227,-0.453,0.105,0.134,0.19,0.499,0.039,0.07,0.134,0.483,0.221,0.037,0.538,0.462,19.71,84.87,22.93,40.26,52.61,15.39,32.91,29.22,97.44,14.56,112.57,63.75,33.73,28.71,23.45,26.69,43.37,20.16,84.55,51.02,1.14,1.0,1.19,1.0,1.44,1.16,1.0,1.0,1.29,1.27,1.0,1.33,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,nonDRNA
9.35,2.26,6.77,4.84,2.9,11.94,4.19,6.13,2.26,9.68,1.29,1.94,4.19,4.52,6.45,5.81,4.52,7.1,1.61,2.26,0.206,-0.743,-0.217,-0.38,0.165,0.129,0.194,0.542,0.042,0.068,0.129,0.49,0.19,0.035,0.539,0.461,26.43,128.71,21.52,26.39,21.71,19.94,94.8,58.42,18.43,19.46,55.8,40.54,36.46,22.86,86.36,33.81,39.52,12.51,69.45,35.48,1.45,1.0,1.0,1.46,1.33,1.14,1.0,1.0,1.44,1.0,1.0,1.0,1.0,1.29,1.0,1.0,1.22,1.09,1.0,1.0,nonDRNA
10.58,0.96,5.77,6.25,5.77,6.73,1.44,2.88,8.65,7.69,3.37,3.37,3.37,6.73,1.44,4.81,4.33,10.58,1.44,3.85,-0.023,-0.546,-0.252,-0.444,0.134,0.115,0.207,0.524,0.034,0.111,0.115,0.51,0.183,0.043,0.505,0.495,44.02,242.17,23.17,21.15,28.75,16.23,170.93,35.81,16.81,10.34,54.53,36.72,34.1,49.12,56.02,35.6,34.83,21.19,90.72,40.24,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.28,1.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,nonDRNA
5.62,0.37,6.37,6.74,4.87,7.87,1.12,5.99,10.86,12.73,3.0,3.37,3.37,3.0,2.62,4.12,4.49,7.49,2.62,3.37,-0.222,-0.452,-0.429,-0.383,0.107,0.146,0.154,0.536,0.034,0.109,0.146,0.506,0.213,0.034,0.431,0.569,33.86,0.0,22.36,20.85,37.54,30.66,135.02,32.7,20.23,20.72,41.62,23.19,30.05,41.5,106.39,26.74,29.94,24.78,75.16,19.63,1.11,0.0,1.09,1.19,1.0,1.1,1.0,1.08,1.07,1.18,1.0,1.09,1.0,1.15,1.0,1.0,1.11,1.11,1.0,1.0,nonDRNA
5.34,0.0,6.46,8.71,4.49,5.62,1.12,7.02,8.43,9.55,3.65,6.46,4.49,3.65,1.12,5.34,5.34,5.06,1.97,6.18,-0.079,-0.254,-0.217,-0.535,0.036,0.107,0.205,0.472,0.045,0.126,0.107,0.469,0.216,0.037,0.441,0.559,23.66,95.09,40.17,30.93,75.23,17.33,72.02,42.28,36.99,15.5,53.16,34.22,33.26,158.96,32.81,30.54,41.75,21.42,105.86,85.93,1.22,1.0,1.22,1.18,1.15,1.23,1.0,1.0,1.25,1.18,1.08,1.0,1.07,1.2,1.27,1.12,1.07,1.3,1.0,1.0,nonDRNA
9.33,1.55,6.39,5.87,2.25,10.36,2.42,4.15,5.53,9.5,4.49,4.15,5.01,1.73,5.18,5.7,4.66,8.12,1.73,1.9,0.174,-0.697,-0.195,-0.347,0.124,0.131,0.155,0.549,0.05,0.059,0.131,0.508,0.223,0.06,0.553,0.447,25.64,126.11,30.27,26.67,49.06,34.95,102.38,27.82,29.39,35.09,144.91,30.83,68.93,71.85,63.02,43.2,25.12,38.88,57.32,49.58,1.11,1.0,1.07,1.07,1.17,1.34,1.29,1.14,1.34,1.15,1.0,1.29,1.0,1.0,1.0,1.32,1.05,1.16,1.0,1.0,nonDRNA
8.58,0.93,6.73,6.73,2.78,6.73,1.62,6.5,6.73,6.03,1.86,8.12,3.02,1.62,2.55,7.19,9.98,5.8,2.55,3.94,0.357,-0.496,-0.153,-0.568,-0.006,0.109,0.237,0.439,0.03,0.093,0.109,0.48,0.22,0.028,0.571,0.429,21.79,134.8,25.55,25.61,56.2,36.57,164.78,29.75,29.55,14.77,92.84,33.68,36.69,55.96,24.84,41.26,29.72,23.85,101.11,60.85,1.29,1.0,1.0,1.29,1.11,1.37,1.0,1.19,1.25,1.29,1.0,1.0,1.08,1.29,1.11,1.0,1.07,1.13,1.0,1.0,nonDRNA
9.43,0.84,6.06,8.08,3.03,7.24,0.84,5.22,5.39,10.44,2.53,4.38,4.38,4.71,6.23,3.87,5.05,7.91,1.52,2.86,0.115,-0.527,-0.383,-0.507,0.149,0.125,0.173,0.517,0.044,0.074,0.125,0.503,0.212,0.034,0.492,0.508,20.74,46.74,21.29,20.8,59.22,21.95,53.08,15.93,20.88,13.01,95.04,22.22,0.0,20.32,22.06,29.83,26.75,20.46,0.0,27.13,1.0,1.0,1.0,1.44,1.0,1.0,1.5,1.0,1.67,1.0,1.67,1.0,0.0,1.0,1.0,1.0,1.0,1.2,0.0,1.0,nonDRNA
8.2,4.1,6.56,7.38,1.64,4.92,3.28,9.84,9.84,9.02,2.46,4.92,0.0,4.92,4.1,3.28,4.1,8.2,0.0,3.28,0.238,-0.542,-0.456,-0.461,0.013,0.172,0.197,0.443,0.0,0.049,0.172,0.475,0.221,0.066,0.443,0.557,20.83,115.54,20.7,25.86,49.64,60.9,61.4,28.04,15.6,16.95,54.33,34.22,31.06,35.92,72.96,34.33,33.77,29.86,115.65,48.63,1.13,1.0,1.0,1.0,1.46,1.25,1.4,1.27,1.25,1.09,1.0,1.22,1.0,1.0,1.5,1.0,1.36,1.2,1.0,1.14,nonDRNA
6.41,0.85,6.41,5.98,5.56,3.42,2.14,6.41,10.26,9.4,2.14,7.69,5.13,3.42,1.71,5.98,4.7,4.27,2.14,5.98,-0.034,-0.075,-0.177,-0.366,0.052,0.141,0.209,0.449,0.051,0.137,0.141,0.47,0.269,0.03,0.449,0.551,30.66,339.22,19.55,44.02,66.53,19.75,102.78,22.1,35.66,19.28,52.64,30.89,41.73,24.77,32.96,21.88,20.35,20.96,101.09,38.78,1.22,1.0,1.07,1.0,1.0,1.07,1.0,1.08,1.32,1.11,1.0,1.0,1.0,1.0,1.0,1.0,1.22,1.17,1.0,1.0,nonDRNA
7.12,0.26,7.12,3.17,2.11,7.65,1.32,6.6,5.01,9.5,2.9,4.75,4.49,5.28,4.49,6.33,7.12,9.5,1.32,3.96,-0.008,-0.636,-0.355,-0.504,0.148,0.108,0.23,0.512,0.045,0.074,0.108,0.509,0.201,0.032,0.544,0.456,36.29,0.0,22.02,21.84,84.71,31.07,120.62,49.56,20.94,42.81,175.94,11.85,18.3,46.92,117.56,85.08,108.9,94.35,0.0,130.43,1.16,0.0,1.26,1.29,1.0,1.1,1.0,1.0,1.32,1.19,1.0,1.07,1.0,1.32,1.67,1.0,1.36,1.29,0.0,1.0,nonDRNA
9.84,0.0,7.48,8.07,3.15,7.87,0.98,3.54,12.2,8.27,0.98,11.81,6.1,7.28,1.77,4.53,2.17,2.76,0.0,1.18,0.857,-0.291,-0.166,-0.614,0.203,0.15,0.152,0.425,0.061,0.043,0.15,0.368,0.329,0.01,0.526,0.474,25.62,0.0,26.66,56.96,36.79,16.21,181.98,29.85,39.36,32.01,105.89,20.8,48.44,36.94,63.15,30.18,22.34,32.89,78.85,30.93,1.15,0.0,1.14,1.12,1.11,1.17,1.17,1.17,1.24,1.15,1.17,1.29,1.07,1.0,1.12,1.19,1.42,1.12,1.0,1.05,nonDRNA
7.37,0.0,6.12,2.36,4.87,9.74,1.67,4.87,4.73,7.37,1.67,8.76,3.76,3.62,2.36,7.23,9.32,6.82,2.09,5.29,0.118,-0.538,-0.118,-0.509,-0.004,0.088,0.255,0.485,0.038,0.122,0.088,0.481,0.213,0.017,0.591,0.409,19.51,0.0,18.75,28.63,43.81,21.73,43.75,37.26,22.7,45.73,69.16,23.03,45.71,32.87,110.67,27.76,27.09,36.66,66.67,39.39,1.48,0.0,1.0,1.14,1.17,1.11,1.0,1.0,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.12,1.21,1.0,1.11,nonDRNA
10.25,0.0,7.07,4.95,4.24,6.36,3.18,4.24,8.83,5.3,2.12,7.07,2.83,3.89,3.18,4.59,5.65,6.71,3.18,6.36,0.266,-0.19,-0.202,-0.287,0.014,0.152,0.205,0.452,0.028,0.138,0.152,0.445,0.251,0.021,0.505,0.495,14.1,85.06,16.5,34.61,31.49,26.68,282.29,39.47,19.91,36.91,63.89,24.68,34.66,103.38,151.3,34.48,31.38,25.87,81.94,59.48,1.48,1.0,1.11,1.19,1.0,1.21,1.0,1.14,1.22,1.08,1.0,1.06,1.0,1.0,1.0,1.26,1.0,1.07,1.0,1.13,nonDRNA
13.74,1.66,9.0,4.98,4.98,9.0,0.24,3.32,8.53,6.16,2.61,7.35,3.08,2.61,0.47,5.45,5.69,6.4,1.18,3.55,0.369,-0.647,0.051,-0.581,0.087,0.092,0.19,0.505,0.031,0.097,0.092,0.488,0.197,0.043,0.614,0.386,32.04,226.84,29.68,21.14,44.04,31.12,68.07,21.38,19.55,34.82,65.83,32.51,67.42,34.99,24.39,31.46,24.76,24.1,36.43,29.52,1.0,1.0,1.0,1.53,1.18,1.12,1.0,1.0,1.38,1.0,1.2,1.0,1.0,1.0,1.0,1.24,1.0,1.13,1.0,1.15,nonDRNA
5.73,0.76,4.96,7.25,4.2,6.49,2.67,8.02,9.92,5.73,3.82,3.44,1.91,3.44,6.11,6.49,5.34,5.73,3.05,4.96,0.163,-0.209,-0.453,-0.223,-0.018,0.187,0.21,0.447,0.019,0.122,0.187,0.443,0.24,0.046,0.408,0.592,27.41,64.31,23.84,56.37,41.28,14.94,124.76,35.06,25.22,25.68,75.53,39.95,33.2,32.76,36.37,40.93,16.45,16.3,87.04,71.15,1.5,1.0,1.0,1.67,1.33,1.24,1.0,1.0,1.22,1.0,1.0,1.2,1.33,1.29,1.0,1.29,1.3,1.0,1.0,1.0,nonDRNA
10.0,1.25,6.25,1.88,3.75,10.62,0.62,3.75,5.62,6.25,2.5,6.25,3.75,4.38,3.12,4.38,12.5,8.12,1.88,3.12,0.202,-0.81,-0.21,-0.498,0.031,0.094,0.256,0.506,0.038,0.088,0.094,0.538,0.194,0.038,0.631,0.369,14.08,157.4,20.96,23.7,24.07,38.05,132.23,40.12,17.28,18.25,97.0,38.2,37.23,33.05,31.15,36.91,25.0,28.63,132.56,47.79,1.33,1.0,1.0,1.0,1.0,1.19,1.0,1.0,1.24,1.0,1.0,1.0,1.0,1.17,1.0,1.27,1.14,1.14,1.0,1.0,nonDRNA
11.54,0.77,6.92,6.54,5.38,8.08,0.38,5.77,9.62,8.85,1.54,3.08,3.46,4.62,3.46,5.77,5.38,5.38,0.38,3.08,0.217,-0.61,-0.305,-0.539,0.214,0.135,0.196,0.504,0.035,0.088,0.135,0.485,0.2,0.023,0.504,0.496,17.07,0.0,29.09,31.68,32.33,28.81,87.93,24.57,28.47,30.52,42.65,48.84,29.78,60.4,33.91,18.05,24.57,24.09,117.55,49.77,1.58,0.0,1.0,1.0,1.0,1.0,1.0,1.17,1.36,1.2,1.33,1.0,1.0,1.0,1.0,1.13,1.18,1.13,1.0,1.0,nonDRNA
13.56,0.0,5.08,4.52,3.95,4.52,1.13,6.78,6.21,5.65,3.39,5.65,3.95,2.26,5.08,8.47,6.21,8.47,2.26,2.82,0.054,-0.534,-0.259,-0.36,0.161,0.124,0.198,0.525,0.04,0.09,0.124,0.542,0.22,0.034,0.559,0.441,25.04,235.94,26.12,18.74,27.42,24.26,100.39,24.24,19.43,17.03,46.56,74.45,23.97,79.46,30.65,66.23,29.85,21.65,108.81,38.96,1.13,1.0,1.2,1.28,1.21,1.15,1.0,1.07,1.28,1.16,1.12,1.0,1.08,1.25,1.26,1.0,1.09,1.06,1.0,1.12,nonDRNA
7.43,0.24,4.8,10.31,4.56,6.24,1.44,6.47,8.63,9.11,3.84,1.92,6.0,1.92,5.52,3.6,5.28,7.43,1.2,4.08,-0.087,-0.412,-0.432,-0.372,0.147,0.156,0.151,0.523,0.06,0.098,0.156,0.516,0.235,0.041,0.429,0.571,8.85,45.03,36.4,35.89,37.15,22.49,0.0,45.91,20.77,19.99,49.34,0.0,31.22,37.06,48.81,23.66,15.45,9.19,61.74,77.93,1.59,1.0,1.5,1.0,1.0,1.0,0.0,1.0,1.36,1.0,1.0,0.0,1.0,1.0,1.0,1.33,1.0,1.15,1.0,1.0,nonDRNA
18.68,2.2,4.4,3.3,3.3,4.4,0.0,1.1,12.09,6.59,2.2,0.0,4.4,3.3,1.1,6.59,9.89,14.29,1.1,1.1,-0.01,-1.075,-0.331,-0.394,0.322,0.132,0.231,0.56,0.044,0.055,0.132,0.637,0.176,0.044,0.648,0.352,17.79,0.0,40.47,49.09,32.9,21.01,155.0,21.0,32.78,22.92,59.52,29.5,52.33,47.49,127.69,25.51,32.16,29.62,135.2,38.68,1.12,0.0,1.15,1.0,1.11,1.04,1.0,1.19,1.24,1.19,1.17,1.17,1.0,1.0,1.13,1.26,1.17,1.0,1.0,1.13,nonDRNA
9.1,0.0,5.6,3.36,5.18,7.7,0.56,8.68,8.12,8.68,3.36,5.04,3.08,4.34,2.1,7.42,6.72,5.74,0.98,4.2,-0.135,-0.622,-0.303,-0.483,0.129,0.108,0.227,0.525,0.031,0.104,0.108,0.515,0.189,0.034,0.504,0.496,13.44,236.78,31.44,16.49,52.52,30.69,91.17,23.58,14.42,17.83,61.7,27.19,32.82,66.96,110.53,39.31,31.47,18.38,0.0,40.67,1.13,1.0,1.0,1.08,1.0,1.0,1.0,1.25,1.36,1.29,1.0,1.32,1.0,1.0,1.0,1.0,1.0,1.1,0.0,1.0,nonDRNA
