ID,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN
Seq_5468,0.401,0.285,0.314,0.388,0.355,0.257
Seq_5469,0.45,0.268,0.282,0.436,0.342,0.188
Seq_5470,0.448,0.279,0.273,0.463,0.307,0.227
Seq_5471,0.391,0.281,0.329,0.295,0.444,0.29
Seq_5472,0.431,0.262,0.307,0.417,0.348,0.22
Seq_5473,0.522,0.194,0.284,0.422,0.323,0.216
Seq_5474,0.414,0.275,0.31,0.352,0.382,0.245
Seq_5475,0.358,0.288,0.354,0.415,0.305,0.262
Seq_5476,0.377,0.282,0.341,0.43,0.356,0.221
Seq_5477,0.485,0.249,0.266,0.505,0.32,0.162
Seq_5478,0.382,0.277,0.342,0.388,0.353,0.287
Seq_5479,0.402,0.327,0.27,0.356,0.37,0.251
Seq_5480,0.448,0.271,0.281,0.51,0.294,0.209
Seq_5481,0.357,0.326,0.317,0.42,0.33,0.263
Seq_5482,0.318,0.339,0.343,0.431,0.389,0.205
Seq_5483,0.349,0.333,0.318,0.315,0.441,0.274
Seq_5484,0.362,0.311,0.328,0.409,0.349,0.264
Seq_5485,0.321,0.346,0.333,0.412,0.346,0.262
Seq_5486,0.467,0.252,0.281,0.46,0.281,0.259
Seq_5487,0.38,0.365,0.256,0.425,0.274,0.301
Seq_5488,0.414,0.279,0.307,0.442,0.294,0.247
Seq_5489,0.451,0.255,0.294,0.405,0.338,0.266
Seq_5490,0.437,0.267,0.296,0.447,0.306,0.234
Seq_5491,0.424,0.3,0.276,0.472,0.283,0.249
Seq_5492,0.377,0.291,0.332,0.35,0.331,0.335
Seq_5493,0.454,0.222,0.324,0.393,0.32,0.272
Seq_5494,0.482,0.252,0.266,0.499,0.259,0.238
Seq_5495,0.462,0.259,0.279,0.295,0.447,0.291
Seq_5496,0.429,0.29,0.281,0.419,0.371,0.219
Seq_5497,0.541,0.281,0.178,0.418,0.336,0.247
Seq_5498,0.356,0.294,0.35,0.389,0.323,0.287
Seq_5499,0.479,0.253,0.268,0.379,0.364,0.276
Seq_5500,0.398,0.265,0.337,0.386,0.304,0.301
Seq_5501,0.478,0.261,0.261,0.496,0.296,0.191
Seq_5502,0.474,0.265,0.261,0.44,0.334,0.21
Seq_5503,0.361,0.323,0.316,0.35,0.38,0.282
Seq_5504,0.282,0.337,0.38,0.447,0.258,0.318
Seq_5505,0.436,0.314,0.25,0.377,0.359,0.255
Seq_5506,0.496,0.248,0.256,0.456,0.296,0.208
Seq_5507,0.426,0.299,0.275,0.387,0.378,0.242
Seq_5508,0.452,0.272,0.276,0.466,0.3,0.21
Seq_5509,0.455,0.258,0.288,0.394,0.415,0.206
Seq_5510,0.419,0.355,0.226,0.363,0.315,0.315
Seq_5511,0.419,0.347,0.234,0.379,0.306,0.315
Seq_5512,0.317,0.329,0.354,0.451,0.268,0.323
Seq_5513,0.467,0.186,0.348,0.49,0.31,0.219
Seq_5514,0.393,0.311,0.296,0.437,0.346,0.223
Seq_5515,0.304,0.281,0.415,0.444,0.245,0.304
Seq_5516,0.437,0.298,0.264,0.424,0.339,0.223
Seq_5517,0.458,0.293,0.249,0.44,0.352,0.216
Seq_5518,0.458,0.293,0.249,0.44,0.348,0.216
Seq_5519,0.378,0.302,0.321,0.407,0.325,0.275
Seq_5520,0.439,0.259,0.302,0.406,0.35,0.256
Seq_5521,0.335,0.317,0.348,0.501,0.234,0.287
Seq_5522,0.447,0.264,0.289,0.502,0.325,0.186
Seq_5523,0.309,0.358,0.333,0.44,0.317,0.267
Seq_5524,0.373,0.307,0.32,0.458,0.263,0.263
Seq_5525,0.344,0.349,0.306,0.378,0.282,0.325
Seq_5526,0.398,0.31,0.292,0.475,0.272,0.255
Seq_5527,0.583,0.225,0.192,0.469,0.27,0.192
Seq_5528,0.492,0.241,0.267,0.455,0.257,0.235
Seq_5529,0.478,0.27,0.252,0.478,0.289,0.245
Seq_5530,0.434,0.26,0.306,0.422,0.382,0.22
Seq_5531,0.503,0.265,0.232,0.397,0.323,0.274
Seq_5532,0.495,0.262,0.243,0.377,0.341,0.267
Seq_5533,0.396,0.302,0.302,0.387,0.351,0.284
Seq_5534,0.487,0.249,0.264,0.447,0.32,0.218
Seq_5535,0.456,0.277,0.267,0.436,0.323,0.226
Seq_5536,0.466,0.247,0.287,0.441,0.334,0.232
Seq_5537,0.458,0.269,0.274,0.425,0.363,0.203
Seq_5538,0.372,0.295,0.333,0.449,0.295,0.27
Seq_5539,0.441,0.35,0.209,0.441,0.355,0.218
Seq_5540,0.438,0.311,0.251,0.438,0.315,0.259
Seq_5541,0.465,0.282,0.252,0.468,0.282,0.236
Seq_5542,0.535,0.196,0.27,0.47,0.3,0.23
Seq_5543,0.443,0.282,0.275,0.466,0.305,0.221
Seq_5544,0.433,0.308,0.259,0.479,0.278,0.232
Seq_5545,0.444,0.303,0.253,0.418,0.316,0.279
Seq_5546,0.503,0.258,0.238,0.507,0.248,0.205
Seq_5547,0.325,0.289,0.387,0.417,0.303,0.292
Seq_5548,0.47,0.226,0.303,0.395,0.286,0.284
Seq_5549,0.41,0.275,0.314,0.437,0.326,0.234
Seq_5550,0.343,0.285,0.371,0.466,0.28,0.249
Seq_5551,0.345,0.285,0.37,0.459,0.279,0.254
Seq_5552,0.447,0.273,0.281,0.49,0.308,0.213
Seq_5553,0.445,0.272,0.283,0.489,0.277,0.198
Seq_5554,0.379,0.303,0.318,0.531,0.253,0.206
Seq_5555,0.488,0.244,0.267,0.456,0.323,0.189
Seq_5556,0.438,0.267,0.295,0.429,0.373,0.198
Seq_5557,0.508,0.299,0.192,0.492,0.237,0.249
Seq_5558,0.481,0.323,0.196,0.582,0.203,0.234
Seq_5559,0.415,0.302,0.283,0.38,0.377,0.233
Seq_5560,0.457,0.262,0.28,0.408,0.352,0.217
Seq_5561,0.213,0.202,0.585,0.237,0.414,0.38
Seq_5562,0.213,0.204,0.584,0.237,0.413,0.381
Seq_5563,0.425,0.22,0.355,0.462,0.312,0.28
Seq_5564,0.439,0.326,0.235,0.61,0.152,0.241
Seq_5565,0.483,0.247,0.27,0.477,0.31,0.218
Seq_5566,0.394,0.318,0.288,0.429,0.303,0.271
Seq_5567,0.429,0.29,0.281,0.493,0.27,0.223
Seq_5568,0.398,0.273,0.329,0.499,0.262,0.242
Seq_5569,0.43,0.304,0.266,0.398,0.328,0.272
Seq_5570,0.435,0.302,0.263,0.4,0.324,0.261
Seq_5571,0.492,0.25,0.258,0.508,0.277,0.223
Seq_5572,0.485,0.256,0.26,0.508,0.275,0.225
Seq_5573,0.424,0.313,0.263,0.427,0.327,0.258
Seq_5574,0.466,0.279,0.255,0.483,0.309,0.215
Seq_5575,0.366,0.319,0.315,0.427,0.343,0.235
Seq_5576,0.417,0.302,0.282,0.373,0.417,0.221
Seq_5577,0.441,0.3,0.26,0.443,0.289,0.255
Seq_5578,0.439,0.301,0.26,0.443,0.289,0.254
Seq_5579,0.44,0.3,0.26,0.441,0.288,0.257
Seq_5580,0.439,0.302,0.26,0.443,0.286,0.257
Seq_5581,0.44,0.301,0.259,0.443,0.287,0.256
Seq_5582,0.437,0.302,0.261,0.449,0.289,0.255
Seq_5583,0.437,0.302,0.26,0.447,0.288,0.258
Seq_5584,0.438,0.302,0.26,0.448,0.286,0.258
Seq_5585,0.538,0.258,0.203,0.484,0.291,0.165
Seq_5586,0.408,0.309,0.283,0.395,0.318,0.279
Seq_5587,0.318,0.358,0.325,0.457,0.278,0.298
Seq_5588,0.431,0.333,0.235,0.397,0.314,0.284
Seq_5589,0.552,0.252,0.196,0.432,0.356,0.142
Seq_5590,0.433,0.264,0.303,0.386,0.348,0.29
Seq_5591,0.464,0.278,0.258,0.422,0.37,0.203
Seq_5592,0.418,0.34,0.242,0.467,0.207,0.38
Seq_5593,0.348,0.304,0.348,0.474,0.312,0.239
Seq_5594,0.432,0.298,0.27,0.449,0.344,0.205
Seq_5595,0.367,0.4,0.233,0.467,0.367,0.2
Seq_5596,0.317,0.323,0.36,0.43,0.3,0.279
Seq_5597,0.252,0.358,0.39,0.435,0.281,0.294
Seq_5598,0.294,0.374,0.332,0.453,0.274,0.264
Seq_5599,0.252,0.358,0.39,0.437,0.294,0.279
Seq_5600,0.309,0.355,0.336,0.446,0.273,0.279
Seq_5601,0.319,0.357,0.323,0.447,0.283,0.253
Seq_5602,0.286,0.358,0.356,0.42,0.288,0.284
Seq_5603,0.292,0.36,0.348,0.422,0.286,0.277
Seq_5604,0.267,0.375,0.358,0.424,0.311,0.279
Seq_5605,0.301,0.344,0.355,0.402,0.299,0.299
Seq_5606,0.301,0.346,0.353,0.402,0.295,0.301
Seq_5607,0.304,0.353,0.343,0.402,0.3,0.298
Seq_5608,0.304,0.349,0.347,0.402,0.302,0.294
Seq_5609,0.389,0.358,0.253,0.395,0.326,0.258
Seq_5610,0.442,0.289,0.269,0.486,0.266,0.223
Seq_5611,0.423,0.273,0.303,0.408,0.327,0.261
Seq_5612,0.535,0.211,0.254,0.472,0.256,0.238
Seq_5613,0.471,0.26,0.27,0.433,0.304,0.242
Seq_5614,0.465,0.201,0.334,0.316,0.351,0.31
Seq_5615,0.424,0.296,0.28,0.411,0.34,0.235
Seq_5616,0.377,0.396,0.226,0.623,0.189,0.245
Seq_5617,0.491,0.34,0.17,0.642,0.17,0.245
Seq_5618,0.527,0.248,0.225,0.388,0.367,0.209
Seq_5619,0.465,0.276,0.26,0.516,0.26,0.237
Seq_5620,0.448,0.262,0.29,0.479,0.283,0.238
Seq_5621,0.439,0.28,0.281,0.418,0.313,0.258
Seq_5622,0.396,0.271,0.334,0.424,0.305,0.265
Seq_5623,0.408,0.264,0.328,0.42,0.306,0.266
Seq_5624,0.449,0.248,0.304,0.498,0.277,0.23
Seq_5625,0.424,0.3,0.276,0.479,0.278,0.249
Seq_5626,0.575,0.168,0.257,0.467,0.293,0.216
Seq_5627,0.408,0.311,0.282,0.408,0.301,0.272
Seq_5628,0.421,0.304,0.276,0.423,0.321,0.273
Seq_5629,0.43,0.309,0.262,0.447,0.274,0.265
Seq_5630,0.482,0.251,0.267,0.464,0.287,0.244
Seq_5631,0.481,0.323,0.196,0.513,0.241,0.234
Seq_5632,0.359,0.277,0.364,0.464,0.277,0.288
Seq_5633,0.491,0.248,0.261,0.459,0.303,0.229
Seq_5634,0.45,0.287,0.263,0.517,0.197,0.263
Seq_5635,0.465,0.276,0.258,0.461,0.263,0.244
Seq_5636,0.43,0.278,0.293,0.414,0.346,0.205
Seq_5637,0.456,0.274,0.27,0.447,0.288,0.279
Seq_5638,0.394,0.319,0.287,0.418,0.287,0.32
Seq_5639,0.456,0.262,0.282,0.443,0.295,0.233
Seq_5640,0.47,0.259,0.272,0.518,0.249,0.22
Seq_5641,0.419,0.311,0.27,0.437,0.347,0.221
Seq_5642,0.349,0.28,0.371,0.444,0.29,0.251
Seq_5643,0.407,0.298,0.294,0.377,0.356,0.259
Seq_5644,0.523,0.26,0.217,0.443,0.357,0.191
Seq_5645,0.492,0.255,0.253,0.499,0.292,0.216
Seq_5646,0.447,0.236,0.317,0.561,0.224,0.163
Seq_5647,0.355,0.355,0.29,0.428,0.217,0.348
Seq_5648,0.434,0.277,0.289,0.416,0.328,0.269
Seq_5649,0.369,0.307,0.324,0.406,0.352,0.295
Seq_5650,0.438,0.296,0.265,0.485,0.279,0.231
Seq_5651,0.493,0.272,0.235,0.456,0.316,0.221
Seq_5652,0.436,0.276,0.288,0.458,0.321,0.242
Seq_5653,0.461,0.269,0.271,0.492,0.257,0.236
Seq_5654,0.499,0.232,0.269,0.394,0.376,0.236
Seq_5655,0.462,0.26,0.278,0.494,0.256,0.244
Seq_5656,0.448,0.235,0.317,0.386,0.348,0.269
Seq_5657,0.417,0.307,0.277,0.504,0.258,0.231
Seq_5658,0.419,0.26,0.321,0.488,0.302,0.209
Seq_5659,0.282,0.389,0.329,0.457,0.273,0.281
Seq_5660,0.484,0.27,0.245,0.472,0.289,0.226
Seq_5661,0.458,0.264,0.278,0.519,0.234,0.217
Seq_5662,0.405,0.271,0.324,0.342,0.462,0.218
Seq_5663,0.446,0.244,0.31,0.354,0.336,0.329
Seq_5664,0.417,0.312,0.271,0.456,0.309,0.254
Seq_5665,0.388,0.252,0.36,0.451,0.321,0.287
Seq_5666,0.497,0.298,0.205,0.391,0.384,0.199
Seq_5667,0.432,0.323,0.245,0.367,0.384,0.265
Seq_5668,0.402,0.302,0.296,0.413,0.341,0.223
Seq_5669,0.388,0.32,0.291,0.398,0.335,0.238
Seq_5670,0.354,0.279,0.367,0.395,0.354,0.272
Seq_5671,0.424,0.28,0.296,0.492,0.266,0.247
Seq_5672,0.444,0.283,0.273,0.417,0.348,0.222
Seq_5673,0.443,0.285,0.272,0.433,0.337,0.235
Seq_5674,0.446,0.3,0.254,0.477,0.369,0.162
Seq_5675,0.387,0.289,0.324,0.423,0.331,0.268
Seq_5676,0.414,0.279,0.307,0.414,0.337,0.236
Seq_5677,0.485,0.288,0.227,0.477,0.333,0.189
Seq_5678,0.519,0.235,0.246,0.35,0.399,0.24
Seq_5679,0.452,0.29,0.257,0.414,0.376,0.214
Seq_5680,0.6,0.171,0.229,0.358,0.389,0.205
Seq_5681,0.485,0.211,0.304,0.422,0.326,0.256
Seq_5682,0.424,0.303,0.273,0.528,0.236,0.225
Seq_5683,0.46,0.282,0.258,0.545,0.243,0.185
Seq_5684,0.467,0.262,0.271,0.43,0.299,0.252
Seq_5685,0.308,0.353,0.339,0.374,0.366,0.265
Seq_5686,0.453,0.296,0.251,0.432,0.314,0.227
Seq_5687,0.411,0.295,0.295,0.402,0.268,0.339
Seq_5688,0.332,0.355,0.313,0.411,0.308,0.304
Seq_5689,0.467,0.242,0.292,0.425,0.329,0.246
Seq_5690,0.437,0.261,0.302,0.414,0.312,0.268
Seq_5691,0.453,0.275,0.272,0.509,0.263,0.208
Seq_5692,0.371,0.293,0.335,0.398,0.344,0.266
Seq_5693,0.42,0.273,0.307,0.473,0.288,0.234
Seq_5694,0.491,0.258,0.251,0.478,0.302,0.204
Seq_5695,0.488,0.262,0.249,0.475,0.305,0.208
Seq_5696,0.469,0.3,0.231,0.443,0.308,0.249
Seq_5697,0.315,0.363,0.321,0.417,0.327,0.268
Seq_5698,0.458,0.287,0.255,0.455,0.292,0.22
Seq_5699,0.422,0.278,0.3,0.462,0.298,0.231
Seq_5700,0.493,0.284,0.223,0.473,0.264,0.23
Seq_5701,0.37,0.318,0.313,0.464,0.223,0.303
Seq_5702,0.446,0.254,0.3,0.462,0.277,0.238
Seq_5703,0.433,0.263,0.304,0.468,0.299,0.197
Seq_5704,0.511,0.263,0.226,0.389,0.368,0.242
Seq_5705,0.432,0.279,0.288,0.462,0.282,0.241
Seq_5706,0.45,0.281,0.269,0.333,0.358,0.28
Seq_5707,0.464,0.288,0.248,0.512,0.264,0.208
Seq_5708,0.384,0.309,0.307,0.445,0.302,0.23
Seq_5709,0.468,0.255,0.277,0.466,0.279,0.236
Seq_5710,0.426,0.321,0.253,0.41,0.301,0.273
Seq_5711,0.432,0.293,0.275,0.463,0.279,0.247
Seq_5712,0.444,0.257,0.3,0.332,0.382,0.286
Seq_5713,0.402,0.292,0.306,0.443,0.346,0.222
Seq_5714,0.343,0.302,0.355,0.465,0.244,0.314
Seq_5715,0.471,0.288,0.241,0.482,0.299,0.201
Seq_5716,0.42,0.3,0.28,0.428,0.312,0.27
Seq_5717,0.421,0.292,0.287,0.433,0.318,0.258
Seq_5718,0.421,0.299,0.28,0.434,0.312,0.265
Seq_5719,0.421,0.298,0.28,0.431,0.311,0.269
Seq_5720,0.451,0.257,0.292,0.414,0.316,0.245
Seq_5721,0.5,0.336,0.164,0.41,0.261,0.284
Seq_5722,0.412,0.303,0.286,0.426,0.313,0.271
Seq_5723,0.421,0.283,0.297,0.448,0.317,0.228
Seq_5724,0.51,0.221,0.27,0.465,0.298,0.233
Seq_5725,0.434,0.27,0.295,0.52,0.278,0.199
Seq_5726,0.403,0.3,0.296,0.435,0.294,0.258
Seq_5727,0.514,0.243,0.243,0.387,0.351,0.252
Seq_5728,0.424,0.31,0.266,0.498,0.354,0.157
Seq_5729,0.462,0.298,0.24,0.442,0.365,0.221
Seq_5730,0.419,0.302,0.28,0.406,0.33,0.258
Seq_5731,0.416,0.281,0.304,0.449,0.293,0.235
Seq_5732,0.405,0.31,0.285,0.411,0.324,0.273
Seq_5733,0.461,0.311,0.228,0.425,0.323,0.231
Seq_5734,0.446,0.255,0.299,0.432,0.321,0.242
Seq_5735,0.389,0.261,0.349,0.42,0.327,0.312
Seq_5736,0.43,0.308,0.262,0.444,0.313,0.196
Seq_5737,0.475,0.264,0.261,0.496,0.286,0.243
Seq_5738,0.437,0.273,0.29,0.413,0.307,0.29
Seq_5739,0.466,0.261,0.274,0.534,0.282,0.192
Seq_5740,0.475,0.263,0.263,0.5,0.329,0.165
Seq_5741,0.461,0.265,0.275,0.471,0.289,0.225
Seq_5742,0.442,0.257,0.301,0.418,0.328,0.253
Seq_5743,0.498,0.251,0.251,0.487,0.251,0.205
Seq_5744,0.422,0.227,0.352,0.562,0.219,0.211
Seq_5745,0.395,0.338,0.267,0.447,0.29,0.257
Seq_5746,0.483,0.245,0.273,0.455,0.286,0.247
Seq_5747,0.414,0.268,0.318,0.428,0.325,0.282
Seq_5748,0.43,0.271,0.299,0.396,0.336,0.306
Seq_5749,0.626,0.187,0.187,0.427,0.363,0.181
Seq_5750,0.373,0.335,0.292,0.423,0.346,0.231
Seq_5751,0.452,0.282,0.266,0.367,0.383,0.255
Seq_5752,0.393,0.328,0.279,0.423,0.297,0.307
Seq_5753,0.459,0.26,0.281,0.482,0.297,0.201
Seq_5754,0.399,0.291,0.309,0.397,0.376,0.235
Seq_5755,0.396,0.269,0.334,0.445,0.29,0.263
Seq_5756,0.528,0.237,0.235,0.459,0.296,0.232
Seq_5757,0.407,0.345,0.248,0.537,0.26,0.212
Seq_5758,0.345,0.386,0.269,0.4,0.366,0.228
Seq_5759,0.444,0.319,0.237,0.407,0.422,0.148
Seq_5760,0.332,0.337,0.331,0.42,0.329,0.274
Seq_5761,0.567,0.169,0.264,0.411,0.331,0.241
Seq_5762,0.446,0.284,0.271,0.459,0.291,0.249
Seq_5763,0.536,0.215,0.249,0.704,0.135,0.157
Seq_5764,0.409,0.326,0.265,0.44,0.245,0.306
Seq_5765,0.481,0.282,0.238,0.475,0.227,0.215
Seq_5766,0.466,0.31,0.224,0.43,0.331,0.239
Seq_5767,0.351,0.266,0.383,0.494,0.286,0.234
Seq_5768,0.399,0.321,0.28,0.443,0.35,0.207
Seq_5769,0.355,0.291,0.355,0.437,0.322,0.277
Seq_5770,0.423,0.292,0.285,0.436,0.3,0.292
Seq_5771,0.374,0.31,0.316,0.541,0.26,0.208
Seq_5772,0.368,0.288,0.344,0.396,0.308,0.286
Seq_5773,0.368,0.272,0.36,0.418,0.326,0.276
Seq_5774,0.479,0.25,0.271,0.454,0.322,0.248
Seq_5775,0.467,0.284,0.249,0.482,0.288,0.214
Seq_5776,0.363,0.274,0.363,0.434,0.315,0.274
Seq_5777,0.461,0.257,0.282,0.448,0.253,0.261
Seq_5778,0.44,0.28,0.28,0.422,0.276,0.298
Seq_5779,0.376,0.315,0.309,0.408,0.316,0.263
Seq_5780,0.432,0.278,0.29,0.468,0.275,0.23
Seq_5781,0.355,0.328,0.316,0.473,0.301,0.27
Seq_5782,0.494,0.232,0.274,0.561,0.228,0.219
Seq_5783,0.416,0.235,0.349,0.518,0.289,0.217
Seq_5784,0.451,0.233,0.316,0.491,0.288,0.219
Seq_5785,0.443,0.288,0.269,0.484,0.307,0.201
Seq_5786,0.48,0.232,0.288,0.47,0.281,0.265
Seq_5787,0.5,0.222,0.278,0.424,0.335,0.247
Seq_5788,0.431,0.234,0.335,0.375,0.349,0.283
Seq_5789,0.486,0.244,0.27,0.412,0.32,0.276
Seq_5790,0.522,0.207,0.271,0.547,0.217,0.172
Seq_5791,0.468,0.266,0.266,0.427,0.285,0.285
Seq_5792,0.461,0.189,0.351,0.474,0.27,0.236
Seq_5793,0.423,0.25,0.327,0.425,0.302,0.33
Seq_5794,0.462,0.27,0.268,0.416,0.36,0.21
Seq_5795,0.438,0.281,0.281,0.408,0.347,0.245
Seq_5796,0.476,0.273,0.251,0.52,0.295,0.199
Seq_5797,0.446,0.305,0.248,0.513,0.272,0.201
Seq_5798,0.456,0.289,0.256,0.456,0.35,0.194
Seq_5799,0.459,0.251,0.29,0.462,0.271,0.287
Seq_5800,0.506,0.262,0.232,0.338,0.443,0.205
Seq_5801,0.503,0.262,0.235,0.342,0.435,0.209
Seq_5802,0.492,0.254,0.254,0.359,0.406,0.222
Seq_5803,0.452,0.204,0.344,0.362,0.378,0.286
Seq_5804,0.561,0.236,0.203,0.439,0.373,0.158
Seq_5805,0.375,0.267,0.357,0.444,0.296,0.271
Seq_5806,0.481,0.225,0.293,0.521,0.233,0.225
Seq_5807,0.491,0.256,0.253,0.486,0.283,0.216
Seq_5808,0.495,0.197,0.308,0.41,0.329,0.262
Seq_5809,0.372,0.293,0.335,0.414,0.345,0.263
Seq_5810,0.408,0.302,0.29,0.55,0.178,0.296
Seq_5811,0.436,0.295,0.269,0.436,0.313,0.242
Seq_5812,0.421,0.315,0.264,0.441,0.323,0.227
Seq_5813,0.394,0.357,0.249,0.569,0.182,0.271
Seq_5814,0.376,0.22,0.404,0.383,0.32,0.372
Seq_5815,0.507,0.267,0.226,0.475,0.249,0.246
Seq_5816,0.51,0.265,0.225,0.446,0.365,0.177
Seq_5817,0.415,0.276,0.308,0.421,0.329,0.273
Seq_5818,0.414,0.28,0.305,0.435,0.36,0.23
Seq_5819,0.402,0.289,0.31,0.47,0.29,0.241
Seq_5820,0.458,0.263,0.28,0.517,0.246,0.237
Seq_5821,0.433,0.274,0.294,0.554,0.227,0.196
Seq_5822,0.444,0.239,0.318,0.423,0.333,0.241
Seq_5823,0.433,0.247,0.32,0.417,0.333,0.236
Seq_5824,0.423,0.306,0.271,0.451,0.344,0.23
Seq_5825,0.49,0.245,0.265,0.473,0.296,0.222
Seq_5826,0.449,0.305,0.246,0.458,0.271,0.271
Seq_5827,0.356,0.338,0.306,0.4,0.367,0.231
Seq_5828,0.503,0.219,0.278,0.433,0.319,0.252
Seq_5829,0.46,0.262,0.279,0.417,0.326,0.262
Seq_5830,0.53,0.247,0.222,0.48,0.258,0.237
Seq_5831,0.334,0.317,0.349,0.418,0.308,0.268
Seq_5832,0.305,0.407,0.288,0.441,0.356,0.271
Seq_5833,0.386,0.249,0.366,0.474,0.294,0.254
Seq_5834,0.399,0.297,0.304,0.436,0.311,0.267
Seq_5835,0.44,0.312,0.248,0.456,0.272,0.248
Seq_5836,0.404,0.281,0.315,0.431,0.306,0.263
Seq_5837,0.463,0.266,0.272,0.456,0.287,0.234
Seq_5838,0.422,0.257,0.321,0.446,0.312,0.251
Seq_5839,0.464,0.28,0.256,0.467,0.293,0.243
Seq_5840,0.509,0.235,0.256,0.398,0.353,0.287
Seq_5841,0.444,0.222,0.333,0.438,0.333,0.194
Seq_5842,0.516,0.121,0.364,0.28,0.446,0.261
Seq_5843,0.522,0.254,0.225,0.56,0.254,0.191
Seq_5844,0.416,0.265,0.319,0.464,0.285,0.293
Seq_5845,0.521,0.228,0.251,0.395,0.346,0.255
Seq_5846,0.487,0.262,0.252,0.45,0.298,0.235
Seq_5847,0.473,0.258,0.269,0.456,0.31,0.245
Seq_5848,0.493,0.227,0.28,0.462,0.261,0.274
Seq_5849,0.396,0.296,0.307,0.481,0.263,0.241
Seq_5850,0.342,0.38,0.278,0.468,0.405,0.215
Seq_5851,0.508,0.254,0.238,0.444,0.254,0.238
Seq_5852,0.419,0.294,0.287,0.444,0.308,0.251
Seq_5853,0.449,0.256,0.295,0.512,0.263,0.237
Seq_5854,0.444,0.241,0.315,0.435,0.356,0.245
Seq_5855,0.367,0.341,0.292,0.442,0.208,0.336
Seq_5856,0.344,0.279,0.377,0.453,0.286,0.283
Seq_5857,0.38,0.285,0.335,0.464,0.33,0.212
Seq_5858,0.324,0.309,0.368,0.525,0.27,0.25
Seq_5859,0.524,0.24,0.236,0.45,0.296,0.222
Seq_5860,0.482,0.255,0.263,0.474,0.343,0.219
Seq_5861,0.39,0.326,0.284,0.448,0.256,0.276
Seq_5862,0.429,0.314,0.257,0.504,0.292,0.199
Seq_5863,0.377,0.342,0.281,0.45,0.333,0.229
Seq_5864,0.479,0.247,0.274,0.498,0.253,0.219
Seq_5865,0.524,0.224,0.252,0.455,0.332,0.218
Seq_5866,0.32,0.344,0.336,0.379,0.36,0.256
Seq_5867,0.352,0.325,0.322,0.384,0.367,0.261
Seq_5868,0.42,0.283,0.297,0.388,0.346,0.265
Seq_5869,0.389,0.301,0.31,0.494,0.238,0.265
Seq_5870,0.384,0.315,0.301,0.4,0.319,0.306
Seq_5871,0.397,0.308,0.295,0.507,0.301,0.199
Seq_5872,0.46,0.286,0.254,0.46,0.317,0.262
Seq_5873,0.439,0.3,0.261,0.476,0.27,0.251
Seq_5874,0.468,0.261,0.27,0.423,0.342,0.234
Seq_5875,0.41,0.322,0.269,0.445,0.334,0.236
Seq_5876,0.435,0.317,0.248,0.479,0.292,0.248
Seq_5877,0.513,0.218,0.269,0.37,0.345,0.227
Seq_5878,0.682,0.152,0.167,0.303,0.318,0.258
Seq_5879,0.607,0.209,0.184,0.338,0.458,0.182
Seq_5880,0.422,0.308,0.269,0.425,0.334,0.282
Seq_5881,0.424,0.311,0.265,0.424,0.33,0.282
Seq_5882,0.482,0.257,0.261,0.468,0.295,0.245
Seq_5883,0.462,0.281,0.258,0.394,0.362,0.237
Seq_5884,0.459,0.287,0.254,0.461,0.304,0.212
Seq_5885,0.434,0.307,0.259,0.344,0.376,0.275
Seq_5886,0.62,0.199,0.18,0.341,0.437,0.179
Seq_5887,0.487,0.26,0.253,0.489,0.263,0.214
Seq_5888,0.407,0.309,0.285,0.434,0.306,0.282
Seq_5889,0.336,0.328,0.336,0.478,0.257,0.272
Seq_5890,0.45,0.278,0.272,0.457,0.319,0.214
Seq_5891,0.457,0.33,0.213,0.415,0.34,0.213
Seq_5892,0.498,0.271,0.232,0.448,0.32,0.232
Seq_5893,0.47,0.265,0.265,0.466,0.292,0.254
Seq_5894,0.432,0.27,0.298,0.432,0.309,0.265
Seq_5895,0.462,0.272,0.266,0.416,0.324,0.261
Seq_5896,0.462,0.273,0.265,0.416,0.324,0.261
Seq_5897,0.415,0.241,0.345,0.478,0.275,0.237
Seq_5898,0.464,0.258,0.278,0.438,0.292,0.269
Seq_5899,0.437,0.244,0.319,0.473,0.24,0.257
Seq_5900,0.536,0.214,0.25,0.536,0.321,0.179
Seq_5901,0.461,0.219,0.32,0.361,0.393,0.315
Seq_5902,0.432,0.257,0.31,0.36,0.39,0.295
Seq_5903,0.414,0.303,0.283,0.429,0.343,0.253
Seq_5904,0.47,0.259,0.271,0.521,0.259,0.235
Seq_5905,0.504,0.224,0.272,0.549,0.241,0.189
Seq_5906,0.364,0.287,0.349,0.431,0.306,0.28
Seq_5907,0.405,0.268,0.327,0.394,0.317,0.371
Seq_5908,0.39,0.299,0.31,0.412,0.275,0.332
Seq_5909,0.41,0.306,0.284,0.452,0.267,0.291
Seq_5910,0.298,0.309,0.393,0.493,0.268,0.261
Seq_5911,0.441,0.276,0.282,0.433,0.334,0.227
Seq_5912,0.474,0.249,0.276,0.441,0.29,0.266
Seq_5913,0.412,0.292,0.297,0.467,0.271,0.274
Seq_5914,0.504,0.248,0.248,0.421,0.31,0.254
Seq_5915,0.35,0.293,0.357,0.413,0.324,0.279
Seq_5916,0.458,0.375,0.167,0.6,0.204,0.225
