ID,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
Seq_5608,0.318,-0.43,-0.054,-0.444,-0.104
Seq_5609,0.336,-0.441,-0.058,-0.471,-0.113
Seq_5610,0.034,0.097,-0.105,-0.243,-0.174
Seq_5611,0.062,-0.617,-0.294,-0.408,0.09
Seq_5612,0.343,-0.35,-0.046,-0.359,-0.077
Seq_5613,0.146,-0.599,-0.297,-0.297,0.224
Seq_5614,0.113,-0.408,-0.366,-0.375,0.189
Seq_5615,0.795,-0.226,-0.236,-0.361,0.241
Seq_5616,0.375,-0.502,-0.376,-0.537,0.077
Seq_5617,-0.884,-0.991,-0.408,-0.098,0.188
Seq_5618,-0.923,-1.114,-0.368,-0.042,0.271
Seq_5619,0.295,-0.199,-0.399,-0.449,0.098
Seq_5620,-0.104,-0.954,-0.269,-0.468,0.249
Seq_5621,0.088,-0.582,-0.17,-0.368,0.217
Seq_5622,0.142,-0.386,-0.252,-0.451,0.114
Seq_5623,0.322,-0.521,-0.186,-0.432,0.134
Seq_5624,0.308,-0.471,-0.197,-0.396,0.129
Seq_5625,0.048,-0.678,-0.187,-0.365,0.167
Seq_5626,-0.028,-0.565,-0.16,-0.324,0.099
Seq_5627,0.258,-0.469,-0.045,-0.467,0.257
Seq_5628,0.007,-0.235,-0.374,-0.276,0.058
Seq_5629,0.217,-0.631,-0.257,-0.469,0.101
Seq_5630,0.018,-0.571,-0.36,-0.324,0.056
Seq_5631,0.071,-0.446,-0.198,-0.289,0.191
Seq_5632,0.004,-0.627,-0.307,-0.211,0.209
Seq_5633,0.217,-0.601,0.042,-0.267,0.122
Seq_5634,0.15,-0.757,-0.302,-0.534,0.181
Seq_5635,-0.353,-0.702,-0.332,-0.36,0.254
Seq_5636,0.311,-0.835,-0.272,-0.512,0.115
Seq_5637,0.362,-0.164,-0.162,-0.487,0.027
Seq_5638,-0.008,-0.521,-0.331,-0.295,0.227
Seq_5639,0.139,-0.56,-0.131,-0.279,0.112
Seq_5640,0.198,-0.366,-0.173,-0.284,0.073
Seq_5641,0.207,-0.911,-0.249,-0.422,0.178
Seq_5642,-0.037,-0.449,-0.455,-0.526,0.104
Seq_5643,0.37,-0.629,-0.151,-0.562,0.029
Seq_5644,0.235,-0.355,-0.311,-0.591,0.063
Seq_5645,-0.073,-0.448,-0.377,-0.585,0.092
Seq_5646,-0.028,-0.718,-0.249,-0.433,0.162
Seq_5647,0.391,-1.072,-0.279,-0.512,0.288
Seq_5648,-0.128,-0.505,-0.259,-0.275,-0.001
Seq_5649,0.067,-0.343,-0.227,-0.359,0.059
Seq_5650,0.176,-0.574,-0.148,-0.369,0.078
Seq_5651,0.191,-0.745,-0.19,-0.478,0.115
Seq_5652,0.223,-0.691,-0.176,-0.554,0.087
Seq_5653,-0.144,-0.358,-0.249,-0.323,0.189
Seq_5654,-0.151,-0.529,-0.377,-0.337,0.204
Seq_5655,0.11,-0.186,-0.352,-0.27,0.109
Seq_5656,-0.005,-0.558,-0.228,-0.24,0.246
Seq_5657,0.381,-0.415,-0.266,-0.404,0.198
Seq_5658,-0.008,-0.818,-0.293,-0.464,0.13
Seq_5659,-0.005,-0.688,-0.365,-0.467,0.225
Seq_5660,-0.194,-0.705,-0.258,-0.727,-0.012
Seq_5661,-0.078,-0.441,-0.355,-0.355,0.246
Seq_5662,0.101,-0.803,-0.217,-0.462,0.186
Seq_5663,0.573,-0.29,-0.287,-0.591,0.066
Seq_5664,0.265,-0.396,-0.236,-0.458,0.157
Seq_5665,-0.157,-0.467,-0.272,-0.394,0.12
Seq_5666,0.139,-0.775,-0.113,-0.433,0.316
Seq_5667,0.31,-0.003,-0.369,-0.149,0.01
Seq_5668,-0.02,0.014,-0.264,-0.268,-0.021
Seq_5669,0.503,-0.441,-0.093,-0.525,0.011
Seq_5670,0.316,-0.488,-0.332,-0.645,-0.034
Seq_5671,0.717,-0.631,0.158,-0.778,-0.046
Seq_5672,0.042,-0.694,-0.185,-0.455,0.181
Seq_5673,0.123,-0.326,-0.262,-0.512,0.088
Seq_5674,-0.011,-0.318,-0.234,-0.341,0.05
Seq_5675,-0.049,-0.452,-0.423,-0.444,0.088
Seq_5676,-0.262,-0.251,-0.315,-0.361,0.148
Seq_5677,0.331,-0.497,-0.351,-0.478,0.067
Seq_5678,0.226,-0.688,-0.227,-0.537,0.086
Seq_5679,0.395,-0.108,-0.562,-0.096,0.113
Seq_5680,0.017,-0.202,-0.352,-0.418,-0.004
Seq_5681,0.615,-0.355,-0.519,-0.607,0.206
Seq_5682,0.248,-0.541,-0.316,-0.359,0.26
Seq_5683,-0.001,-0.93,-0.338,-0.492,0.27
Seq_5684,0.001,-0.99,-0.405,-0.585,0.288
Seq_5685,0.122,-0.612,-0.333,-0.563,0.231
Seq_5686,0.111,-0.269,-0.262,-0.693,-0.086
Seq_5687,0.09,-0.127,-0.241,-0.247,0.106
Seq_5688,0.13,-0.474,0.011,-0.522,0.065
Seq_5689,-0.024,-0.214,0.124,-0.39,-0.072
Seq_5690,0.166,-0.549,-0.274,-0.535,0.17
Seq_5691,0.104,-0.331,-0.277,-0.359,0.165
Seq_5692,0.144,-0.89,-0.373,-0.473,0.178
Seq_5693,0.407,-0.356,-0.113,-0.347,0.003
Seq_5694,0.158,-0.812,-0.298,-0.534,0.153
Seq_5695,0.134,-0.598,-0.264,-0.409,0.156
Seq_5696,0.127,-0.606,-0.254,-0.422,0.163
Seq_5697,-0.137,-0.428,-0.442,-0.366,0.083
Seq_5698,0.08,-0.264,-0.076,-0.433,-0.08
Seq_5699,0.083,-0.628,-0.464,-0.49,0.1
Seq_5700,0.045,-0.549,-0.269,-0.402,0.101
Seq_5701,-0.134,-0.454,-0.329,-0.45,0.162
Seq_5702,0.222,-0.988,-0.323,-0.483,0.096
Seq_5703,0.25,-0.779,-0.33,-0.492,0.115
Seq_5704,0.263,-0.616,-0.361,-0.473,0.063
Seq_5705,0.071,-0.114,-0.361,-0.318,0.139
Seq_5706,0.104,-0.531,-0.299,-0.349,0.175
Seq_5707,0.723,-0.217,-0.328,-0.278,-0.044
Seq_5708,0.104,-0.725,-0.219,-0.45,0.196
Seq_5709,0.273,-0.526,-0.211,-0.48,-0.024
Seq_5710,0.158,-0.614,-0.302,-0.385,0.215
Seq_5711,0.219,-0.402,-0.316,-0.48,0.058
Seq_5712,0.072,-0.423,-0.192,-0.327,0.12
Seq_5713,0.317,-0.165,-0.33,-0.473,0.116
Seq_5714,-0.024,-0.421,-0.282,-0.504,0.031
Seq_5715,-0.106,-0.741,-0.086,-0.503,0.019
Seq_5716,0.077,-0.828,-0.474,-0.605,0.149
Seq_5717,0.104,-0.498,-0.234,-0.388,0.119
Seq_5718,0.102,-0.483,-0.224,-0.383,0.124
Seq_5719,0.085,-0.501,-0.227,-0.39,0.125
Seq_5720,0.102,-0.493,-0.215,-0.38,0.127
Seq_5721,0.267,-0.408,-0.282,-0.37,0.112
Seq_5722,-0.113,-0.343,-0.469,-0.288,0.059
Seq_5723,0.114,-0.482,-0.219,-0.393,0.12
Seq_5724,0.176,-0.41,-0.045,-0.334,0.07
Seq_5725,0.183,-0.677,-0.254,-0.394,0.174
Seq_5726,0.011,-0.771,-0.247,-0.407,0.226
Seq_5727,0.177,-0.394,-0.206,-0.281,-0.036
Seq_5728,0.031,-0.315,-0.464,-0.455,0.048
Seq_5729,-0.09,-0.708,-0.404,-0.624,0.191
Seq_5730,-0.132,-0.408,-0.387,-0.338,0.062
Seq_5731,0.208,-0.371,-0.27,-0.457,0.054
Seq_5732,0.187,-0.576,-0.271,-0.443,0.104
Seq_5733,0.14,-0.45,-0.143,-0.425,-0.032
Seq_5734,0.026,-0.481,-0.538,-0.478,0.103
Seq_5735,0.094,-0.284,-0.208,-0.295,0.128
Seq_5736,0.018,-0.59,-0.056,-0.44,0.237
Seq_5737,0.238,-0.328,-0.228,-0.511,-0.042
Seq_5738,-0.009,-0.734,-0.227,-0.332,0.197
Seq_5739,0.128,-0.473,-0.205,-0.334,0.126
Seq_5740,-0.161,-0.815,-0.278,-0.487,0.228
Seq_5741,0.192,-0.789,-0.384,-0.432,0.222
Seq_5742,0.073,-0.496,-0.342,-0.275,0.234
Seq_5743,0.306,-0.56,-0.27,-0.486,0.178
Seq_5744,0.318,-0.821,-0.419,-0.473,0.107
Seq_5745,0.201,-0.921,0.003,-0.285,0.109
Seq_5746,-0.166,-0.315,-0.194,-0.356,0.053
Seq_5747,0.169,-0.584,-0.263,-0.383,0.238
Seq_5748,-0.142,-0.435,-0.196,-0.382,0.194
Seq_5749,0.058,-0.422,-0.121,-0.451,0.172
Seq_5750,0.052,-0.299,-0.396,-0.546,0.269
Seq_5751,0.06,-0.504,-0.395,-0.598,0.058
Seq_5752,0.182,-0.087,-0.261,-0.381,-0.025
Seq_5753,0.145,-0.542,-0.131,-0.256,0.079
Seq_5754,0.294,-0.764,-0.271,-0.578,0.123
Seq_5755,0.056,-0.18,-0.245,-0.457,-0.006
Seq_5756,0.269,-0.476,-0.084,-0.38,0.039
Seq_5757,-0.159,-0.369,-0.323,-0.365,0.213
Seq_5758,-0.733,-0.689,-0.505,-0.407,0.089
Seq_5759,-0.155,-0.027,-0.274,-0.391,-0.189
Seq_5760,0.406,-0.187,-0.404,-0.401,-0.079
Seq_5761,-0.006,-0.487,-0.209,-0.499,0.018
Seq_5762,0.292,-0.401,-0.387,-0.368,0.254
Seq_5763,0.011,-0.63,-0.35,-0.412,0.163
Seq_5764,-0.585,-1.276,-0.259,-0.307,0.458
Seq_5765,-0.223,-0.202,-0.223,-0.131,0.071
Seq_5766,0.182,-0.547,-0.461,-0.368,0.172
Seq_5767,-0.18,-0.339,-0.351,-0.43,0.061
Seq_5768,0.577,-1.006,-0.127,-0.494,0.141
Seq_5769,0.129,-0.571,-0.363,-0.517,0.114
Seq_5770,0.516,-0.631,0.324,-0.438,-0.073
Seq_5771,-0.075,-0.457,-0.166,-0.35,0.132
Seq_5772,0.057,-0.958,-0.245,-0.418,0.169
Seq_5773,0.293,-0.372,-0.173,-0.476,0.063
Seq_5774,0.107,-0.276,-0.108,-0.207,0.118
Seq_5775,0.207,-0.524,-0.134,-0.352,0.173
Seq_5776,0.213,-0.757,-0.348,-0.384,0.083
Seq_5777,0.261,-0.447,0.013,-0.369,0.109
Seq_5778,0.157,-0.522,-0.443,-0.224,0.199
Seq_5779,0.213,-0.429,-0.259,-0.248,0.225
Seq_5780,0.04,-0.29,-0.277,-0.5,-0.001
Seq_5781,0.339,-0.615,-0.146,-0.473,0.097
Seq_5782,-0.18,-0.615,-0.159,-0.496,0.116
Seq_5783,-0.15,-0.894,-0.208,-0.42,0.355
Seq_5784,0.376,-0.847,0.258,-0.442,0.046
Seq_5785,0.21,-0.862,-0.257,-0.612,0.222
Seq_5786,-0.011,-0.662,-0.415,-0.474,0.154
Seq_5787,-0.057,-0.358,-0.096,-0.145,0.291
Seq_5788,0.29,-0.565,-0.216,-0.373,0.236
Seq_5789,0.426,-0.368,-0.196,-0.371,0.138
Seq_5790,0.128,-0.363,-0.191,-0.27,0.142
Seq_5791,0.357,-0.85,-0.267,-0.391,0.345
Seq_5792,0.201,-0.5,-0.253,-0.337,0.217
Seq_5793,0.46,-0.703,-0.149,-0.339,0.303
Seq_5794,0.101,-0.504,0.016,-0.263,0.31
Seq_5795,0.252,-0.455,-0.385,-0.477,0.181
Seq_5796,0.143,-0.326,-0.268,-0.409,0.094
Seq_5797,-0.274,-0.644,-0.286,-0.402,0.169
Seq_5798,0.033,-0.866,-0.435,-0.409,0.219
Seq_5799,0.189,-0.487,-0.344,-0.371,0.141
Seq_5800,-0.124,-0.597,-0.229,-0.317,0.224
Seq_5801,0.5,-0.193,-0.472,-0.622,0.058
Seq_5802,0.494,-0.208,-0.463,-0.632,0.067
Seq_5803,0.446,-0.289,-0.389,-0.606,0.103
Seq_5804,0.563,-0.422,-0.187,-0.457,0.302
Seq_5805,0.149,-0.528,-0.656,-0.582,0.251
Seq_5806,0.209,-0.313,0.024,-0.158,0.094
Seq_5807,0.231,-0.888,-0.209,-0.483,0.33
Seq_5808,0.03,-0.623,-0.32,-0.421,0.291
Seq_5809,0.428,-0.488,-0.187,-0.437,0.223
Seq_5810,0.153,-0.509,-0.185,-0.621,0.18
Seq_5811,-0.7,-0.524,-0.155,-0.051,0.138
Seq_5812,0.046,-0.362,-0.31,-0.494,0.121
Seq_5813,0.217,-0.442,-0.238,-0.373,0.056
Seq_5814,-0.843,-0.508,-0.184,-0.067,0.101
Seq_5815,0.313,-0.704,0.045,-0.501,0.349
Seq_5816,-0.051,-0.541,-0.351,-0.289,0.211
Seq_5817,0.013,-0.508,-0.437,-0.714,0.15
Seq_5818,0.171,-0.514,-0.27,-0.345,0.199
Seq_5819,0.164,-0.454,-0.196,-0.384,0.125
Seq_5820,0.196,-0.604,-0.199,-0.418,0.253
Seq_5821,-0.167,-0.744,-0.246,-0.409,0.236
Seq_5822,0.089,-0.927,-0.241,-0.402,0.259
Seq_5823,0.249,-0.411,-0.202,-0.409,0.137
Seq_5824,0.273,-0.403,-0.265,-0.388,0.082
Seq_5825,-0.161,-0.503,-0.256,-0.521,0.133
Seq_5826,0.065,-0.65,-0.372,-0.409,0.319
Seq_5827,-0.16,-0.628,-0.342,-0.445,0.165
Seq_5828,0.031,-0.203,-0.27,-0.556,-0.052
Seq_5829,0.252,-0.412,-0.115,-0.338,0.171
Seq_5830,0.24,-0.279,-0.091,-0.195,0.051
Seq_5831,0.095,-0.731,-0.282,-0.432,0.236
Seq_5832,0.214,-0.477,-0.192,-0.509,-0.027
Seq_5833,1.208,-0.988,0.898,-0.231,-0.576
Seq_5834,0.199,-0.716,-0.012,-0.579,0.295
Seq_5835,0.125,-0.501,-0.159,-0.388,0.132
Seq_5836,-0.049,-0.338,-0.365,-0.226,0.168
Seq_5837,0.207,-0.526,-0.138,-0.5,0.093
Seq_5838,0.027,-0.446,-0.338,-0.385,0.137
Seq_5839,-0.016,-0.406,-0.201,-0.379,0.198
Seq_5840,-0.043,-0.667,-0.357,-0.47,0.202
Seq_5841,0.017,-0.417,-0.27,-0.402,0.272
Seq_5842,0.466,-0.501,-0.447,-0.386,0.19
Seq_5843,1.24,-0.251,-0.262,-0.489,0.341
Seq_5844,-0.086,-0.884,-0.212,-0.304,0.269
Seq_5845,-0.166,-0.376,-0.034,-0.183,0.181
Seq_5846,0.281,-0.36,-0.317,-0.37,0.206
Seq_5847,0.192,-0.556,-0.281,-0.415,0.15
Seq_5848,0.245,-0.684,-0.277,-0.407,0.184
Seq_5849,-0.147,-0.504,-0.249,-0.4,0.192
Seq_5850,0.319,-0.751,-0.271,-0.401,0.146
Seq_5851,0.154,-0.545,0.311,-0.526,-0.097
Seq_5852,0.287,-0.753,-0.651,-0.478,0.257
Seq_5853,0.112,-0.586,-0.226,-0.448,0.154
Seq_5854,0.074,-0.798,-0.133,-0.402,0.221
Seq_5855,0.041,-0.444,-0.129,-0.421,0.192
Seq_5856,0.029,-0.697,-0.231,-0.387,0.032
Seq_5857,0.072,-0.655,-0.1,-0.523,0.147
Seq_5858,0.178,-0.557,-0.221,-0.457,0.12
Seq_5859,0.004,-0.977,0.081,-0.613,0.168
Seq_5860,0.028,-0.429,-0.44,-0.342,0.164
Seq_5861,-0.262,-0.421,-0.247,-0.421,0.169
Seq_5862,0.216,-0.701,-0.313,-0.369,0.087
Seq_5863,-0.11,-0.735,-0.387,-0.606,0.148
Seq_5864,-0.033,-0.322,-0.198,-0.367,0.001
Seq_5865,-0.113,-0.581,-0.365,-0.411,0.239
Seq_5866,0.081,-0.509,-0.364,-0.401,0.33
Seq_5867,0.084,-0.157,-0.225,-0.573,-0.08
Seq_5868,0.032,-0.234,-0.253,-0.549,0.003
Seq_5869,0.214,-0.289,-0.288,-0.443,0.108
Seq_5870,-0.027,-0.878,-0.244,-0.479,0.228
Seq_5871,0.126,-0.521,-0.159,-0.465,0.061
Seq_5872,0.218,-0.961,-0.154,-0.804,0.119
Seq_5873,0.197,-0.565,-0.074,-0.148,-0.012
Seq_5874,-0.077,-0.517,-0.225,-0.299,0.139
Seq_5875,0.51,-0.528,-0.006,-0.579,0.103
Seq_5876,-0.085,-0.429,-0.376,-0.431,0.111
Seq_5877,-0.118,-0.741,-0.307,-0.397,0.176
Seq_5878,0.709,-0.148,-0.472,0.095,0.17
Seq_5879,0.776,-0.089,-1.046,0.327,0.255
Seq_5880,0.534,-0.097,-0.571,-0.473,0.165
Seq_5881,-0.198,-0.353,-0.193,-0.25,0.061
Seq_5882,-0.212,-0.353,-0.209,-0.24,0.023
Seq_5883,0.103,-0.766,-0.326,-0.496,0.204
Seq_5884,0.036,-0.255,-0.423,-0.54,0.095
Seq_5885,0.191,-0.658,-0.358,-0.513,0.142
Seq_5886,0.023,0.116,-0.276,-0.501,0.022
Seq_5887,0.577,-0.123,-0.599,-0.475,0.158
Seq_5888,0.087,-0.413,-0.27,-0.192,0.2
Seq_5889,-0.121,-0.347,-0.237,-0.248,0.081
Seq_5890,0.154,-0.814,-0.191,-0.387,0.096
Seq_5891,-0.054,-0.412,-0.452,-0.258,0.196
Seq_5892,0.156,-0.472,-0.594,-0.514,0.086
Seq_5893,-0.001,-0.421,-0.254,-0.277,0.118
Seq_5894,-0.318,-0.541,-0.303,-0.422,0.178
Seq_5895,0.178,-0.438,-0.159,-0.303,0.164
Seq_5896,0.085,-0.398,-0.328,-0.364,0.161
Seq_5897,0.079,-0.396,-0.331,-0.364,0.162
Seq_5898,0.334,-0.766,-0.168,-0.487,0.222
Seq_5899,0.106,-0.422,-0.22,-0.284,0.123
Seq_5900,0.429,-0.735,-0.08,-0.444,0.26
Seq_5901,-0.059,-0.791,-0.002,-0.553,0.281
Seq_5902,0.212,-0.482,-0.071,-0.544,0.277
Seq_5903,0.308,-0.442,-0.15,-0.563,0.174
Seq_5904,-0.166,-0.324,-0.305,-0.381,0.099
Seq_5905,-0.145,-0.859,-0.256,-0.48,0.266
Seq_5906,-0.061,-0.907,-0.378,-0.437,0.276
Seq_5907,0.04,-0.562,-0.24,-0.495,0.144
Seq_5908,-0.231,-0.563,-0.183,-0.458,0.29
Seq_5909,0.182,-0.597,-0.198,-0.341,0.136
Seq_5910,-0.255,-0.526,-0.22,-0.452,0.11
Seq_5911,0.185,-0.906,-0.096,-0.542,0.151
Seq_5912,0.086,-0.472,-0.317,-0.468,0.063
Seq_5913,0.095,-0.401,-0.228,-0.261,0.16
Seq_5914,-0.154,-0.402,-0.131,-0.258,0.096
Seq_5915,0.072,-0.367,-0.251,-0.413,0.169
Seq_5916,0.388,-0.458,-0.026,-0.463,0.042
Seq_5917,-1.339,-0.659,-0.535,-0.365,0.285
Seq_5918,0.325,-0.514,-0.456,-0.367,0.062
Seq_5919,0.081,-0.397,-0.174,-0.381,0.18
Seq_5920,0.069,-0.699,-0.28,-0.441,0.207
Seq_5921,0.223,-0.786,-0.26,-0.516,0.112
Seq_5922,-1.105,-0.621,-0.3,-0.344,0.19
Seq_5923,-0.055,-0.583,-0.033,-0.378,0.068
Seq_5924,-0.146,-0.061,-0.232,-0.277,0.047
Seq_5925,0.293,-0.464,-0.278,-0.377,0.092
Seq_5926,0.222,-0.397,-0.322,-0.503,0.115
Seq_5927,0.01,-0.378,-0.211,-0.423,0.041
Seq_5928,0.154,-0.361,-0.215,-0.49,0.099
Seq_5929,0.139,-0.395,-0.247,-0.297,-0.003
Seq_5930,0.177,-0.863,-0.243,-0.43,0.236
Seq_5931,0.117,-0.427,-0.283,-0.562,0.138
Seq_5932,0.51,-0.343,-0.345,-0.424,0.158
Seq_5933,0.268,-0.52,-0.48,-0.577,-0.054
Seq_5934,0.565,-0.381,0.169,-0.798,-0.028
Seq_5935,0.23,-1.152,-0.057,-0.522,0.236
Seq_5936,-0.007,-0.425,-0.282,-0.381,0.102
Seq_5937,0.149,-0.632,-0.264,-0.423,0.128
Seq_5938,-0.032,-0.636,-0.173,-0.434,0.175
Seq_5939,-0.015,-0.528,-0.398,-0.487,-0.038
Seq_5940,0.115,-0.428,-0.064,-0.283,0.23
Seq_5941,0.054,-0.743,-0.058,-0.408,0.0
Seq_5942,0.584,-0.353,-0.216,-0.371,0.347
Seq_5943,0.692,-0.661,0.071,-0.19,-0.179
Seq_5944,-0.328,-0.196,-0.391,-0.37,0.155
Seq_5945,0.143,-0.741,-0.267,-0.477,0.076
Seq_5946,-0.372,-0.407,-0.218,-0.189,0.112
Seq_5947,0.099,-0.328,-0.128,-0.399,0.182
Seq_5948,0.206,-0.627,-0.241,-0.278,0.173
Seq_5949,0.06,-0.468,-0.227,-0.392,0.127
Seq_5950,0.582,-0.653,0.336,-0.452,-0.059
Seq_5951,0.145,-0.094,-0.144,-0.341,-0.16
Seq_5952,-0.067,-0.264,-0.32,-0.358,0.213
Seq_5953,-0.082,-0.295,-0.05,-0.386,0.217
Seq_5954,0.052,-0.445,-0.172,-0.31,0.099
Seq_5955,0.047,-0.467,-0.144,-0.32,0.094
Seq_5956,-0.045,-0.207,-0.289,-0.315,0.029
Seq_5957,0.23,-0.649,-0.383,-0.532,0.178
Seq_5958,0.143,-0.348,-0.195,-0.162,0.228
Seq_5959,0.226,-0.801,-0.223,-0.346,0.295
Seq_5960,-0.147,-0.542,-0.275,-0.508,0.157
Seq_5961,0.426,-0.396,-0.379,-0.297,0.127
Seq_5962,-0.14,-0.745,-0.268,-0.445,0.272
Seq_5963,0.199,-0.549,-0.359,-0.382,0.098
Seq_5964,-0.051,-0.735,-0.344,-0.462,0.259
Seq_5965,0.032,-0.617,-0.381,-0.591,0.117
Seq_5966,0.039,-0.608,-0.386,-0.588,0.115
Seq_5967,0.045,-0.6,-0.374,-0.573,0.108
Seq_5968,0.035,-0.575,-0.019,-0.403,0.121
Seq_5969,0.166,-0.179,-0.321,-0.226,0.042
Seq_5970,0.078,-0.484,-0.153,-0.314,0.351
Seq_5971,0.046,-0.689,-0.322,-0.459,0.175
Seq_5972,0.116,-0.433,-0.252,-0.289,0.07
Seq_5973,0.107,-0.733,-0.202,-0.404,0.101
Seq_5974,0.126,-0.223,-0.566,-0.158,0.049
Seq_5975,-0.089,-0.729,-0.326,-0.393,0.139
Seq_5976,-0.121,-0.722,-0.355,-0.461,0.15
Seq_5977,0.136,-0.598,-0.445,-0.424,0.08
Seq_5978,0.137,-0.662,-0.454,-0.437,0.091
Seq_5979,0.201,-0.597,0.043,-0.621,0.123
Seq_5980,0.111,-0.906,-0.337,-0.358,0.216
Seq_5981,-0.183,-0.552,-0.416,-0.337,0.249
Seq_5982,0.083,-0.607,-0.284,-0.365,0.27
Seq_5983,0.461,-0.32,-0.262,-0.556,0.147
Seq_5984,0.148,-0.788,-0.359,-0.399,0.36
Seq_5985,0.517,-0.441,-0.111,-0.45,0.212
Seq_5986,0.275,-0.733,-0.05,-0.606,0.11
Seq_5987,0.286,-0.341,0.023,-0.222,0.295
Seq_5988,0.208,-0.767,-0.126,-0.349,0.151
Seq_5989,0.471,-0.185,-0.613,0.06,0.156
Seq_5990,-0.197,-0.65,-0.138,-0.53,0.132
Seq_5991,0.105,-0.371,-0.253,-0.434,0.219
Seq_5992,-0.113,-0.641,-0.189,-0.348,0.251
Seq_5993,0.247,-0.72,-0.065,-0.413,0.181
Seq_5994,0.499,-0.211,-0.846,0.044,0.144
Seq_5995,0.146,-0.592,0.06,-0.256,0.034
Seq_5996,0.086,-0.743,-0.355,-0.362,0.274
Seq_5997,0.047,-0.309,-0.556,-0.576,0.125
Seq_5998,0.136,-0.796,-0.262,-0.501,0.253
Seq_5999,0.174,-0.93,-0.514,-0.474,0.237
Seq_6000,0.115,-0.569,-0.311,-0.505,0.133
Seq_6001,-0.031,-0.47,-0.197,-0.239,0.236
Seq_6002,0.074,-0.083,-0.443,-0.343,0.191
Seq_6003,0.065,-0.333,-0.513,-0.413,0.134
Seq_6004,0.073,-0.236,-0.546,-0.406,0.126
Seq_6005,0.043,-0.215,-0.579,-0.402,0.118
Seq_6006,0.166,-0.225,-0.44,-0.482,0.019
Seq_6007,-0.023,-0.647,0.006,-0.459,0.15
Seq_6008,0.239,-0.438,0.07,-0.164,0.095
Seq_6009,0.376,-0.453,-0.602,-0.644,0.132
Seq_6010,0.321,-0.764,0.062,-0.932,0.09
Seq_6011,0.139,-0.412,-0.01,-0.314,-0.03
Seq_6012,-0.162,-0.461,-0.335,-0.51,0.212
Seq_6013,0.088,-0.505,-0.234,-0.343,0.253
Seq_6014,-0.049,-0.095,-0.292,-0.302,-0.082
Seq_6015,0.194,-0.333,-0.251,-0.423,0.047
Seq_6016,-0.008,-0.914,-0.46,-0.435,0.372
Seq_6017,0.285,-0.314,-0.343,-0.417,0.095
Seq_6018,-0.015,-0.279,-0.203,-0.346,0.022
Seq_6019,0.387,-0.585,-0.402,-0.598,0.201
Seq_6020,0.155,-0.636,-0.196,-0.498,0.225
Seq_6021,0.129,-0.341,-0.287,-0.406,0.029
Seq_6022,-0.045,-0.512,-0.072,-0.184,0.245
Seq_6023,0.172,-0.632,-0.193,-0.456,0.296
Seq_6024,0.413,-0.323,-0.312,-0.482,0.065
Seq_6025,-0.088,-0.356,-0.339,-0.413,0.101
Seq_6026,-0.099,-0.48,-0.253,-0.282,0.107
Seq_6027,0.16,-0.716,-0.32,-0.421,0.26
Seq_6028,0.05,-0.335,-0.389,-0.409,0.08
Seq_6029,-0.008,-0.679,-0.334,-0.46,0.366
Seq_6030,0.287,-0.357,-0.409,-0.396,0.189
Seq_6031,0.186,-0.698,-0.13,-0.402,0.079
Seq_6032,0.111,-0.282,-0.152,-0.213,0.1
Seq_6033,0.069,-0.894,-0.262,-0.449,0.114
Seq_6034,0.078,-0.508,-0.475,-0.543,0.213
Seq_6035,-0.014,-0.384,-0.373,-0.487,0.282
Seq_6036,0.061,-0.824,-0.159,-0.449,0.144
Seq_6037,0.205,-0.438,-0.224,-0.38,0.307
Seq_6038,0.432,-0.865,-0.107,-0.645,0.284
Seq_6039,0.2,-0.32,-0.415,-0.487,0.113
Seq_6040,-0.04,-0.915,-0.249,-0.614,0.167
Seq_6041,-0.048,-0.159,-0.291,-0.376,0.016
Seq_6042,0.038,-0.304,-0.269,-0.288,0.161
Seq_6043,0.31,-0.229,-0.361,-0.409,-0.074
Seq_6044,0.241,-0.338,-0.212,-0.309,0.196
Seq_6045,0.376,-0.572,-0.376,-0.494,0.267
Seq_6046,0.047,-0.451,-0.273,-0.316,0.138
Seq_6047,0.556,-0.517,-0.357,-0.564,0.179
Seq_6048,0.19,-0.848,-0.322,-0.553,0.147
Seq_6049,0.619,-0.131,-0.337,-0.075,0.1
Seq_6050,-0.199,-0.234,-0.233,-0.373,0.073
Seq_6051,0.374,-0.502,-0.296,-0.545,0.185
Seq_6052,0.013,-0.857,-0.083,-0.397,0.229
Seq_6053,0.096,-0.329,-0.205,-0.377,0.053
Seq_6054,-0.09,-0.349,-0.277,-0.315,0.035
Seq_6055,0.002,-0.352,-0.044,-0.342,-0.119
Seq_6056,0.151,-0.243,-0.226,-0.409,0.124
Seq_6057,-0.054,-0.422,-0.325,-0.405,0.15
Seq_6058,0.211,-0.678,-0.281,-0.427,0.178
Seq_6059,0.271,-0.456,-0.317,-0.402,0.071
Seq_6060,0.432,-0.296,-0.24,-0.421,0.13
Seq_6061,0.522,-0.501,-0.666,-0.526,0.019
Seq_6062,0.462,-0.499,-0.105,-0.428,-0.029
Seq_6063,-0.077,-0.193,-0.38,-0.441,0.002
Seq_6064,-0.154,-0.69,-0.382,-0.662,0.185
Seq_6065,0.36,-0.868,-0.212,-0.488,0.065
Seq_6066,0.19,-0.568,-0.2,-0.451,0.066
Seq_6067,-0.09,-0.535,-0.232,-0.344,0.133
