ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
Seq_3741,15.46,130.02,31.49,40.22,47.28,19.37,57.00,26.29,42.57,11.43,55.50,59.09,23.03,47.33,35.85,30.93,32.40,21.16,78.09,66.34
Seq_3742,16.69,162.82,20.95,30.10,41.73,20.72,61.65,27.92,23.19,25.57,70.89,38.95,37.04,62.41,74.26,22.36,21.74,16.03,98.84,64.55
Seq_3743,13.98,0.00,46.04,26.67,47.95,16.13,226.59,17.93,27.84,29.48,37.24,29.28,77.51,55.73,32.00,26.10,19.07,19.46,124.12,77.55
Seq_3744,43.18,112.68,24.46,43.40,45.92,22.18,64.01,41.52,62.82,38.81,131.70,30.29,41.82,53.91,31.38,23.16,42.17,33.29,114.65,62.14
Seq_3745,13.07,0.00,70.27,11.74,72.27,9.64,75.01,63.90,19.21,40.03,90.35,44.30,85.67,23.76,0.00,35.23,24.70,12.83,0.00,63.78
Seq_3746,23.30,138.47,34.42,19.38,35.67,14.69,123.29,24.14,33.40,23.22,52.42,30.52,28.46,99.39,59.47,24.47,29.13,35.74,323.59,36.74
Seq_3747,20.73,57.40,38.74,49.22,28.68,19.30,70.20,29.15,30.99,18.12,73.69,39.78,25.32,44.64,44.01,20.80,37.32,26.53,65.18,63.50
Seq_3748,22.67,99.44,27.74,25.25,42.47,26.00,72.95,38.46,32.87,18.83,93.97,68.00,36.86,64.08,24.07,35.87,44.41,28.71,129.99,52.04
Seq_3749,23.88,183.05,52.91,28.51,36.86,22.54,177.12,34.11,33.05,27.87,133.10,21.45,36.76,51.63,43.92,24.27,27.16,23.56,91.02,51.86
Seq_3750,18.87,82.92,37.20,31.81,61.34,21.75,63.12,55.48,51.44,37.60,66.02,119.39,65.32,22.92,18.68,30.57,19.88,25.84,38.99,35.06
Seq_3751,24.59,161.08,20.65,20.52,29.08,25.65,86.56,25.41,29.24,10.97,50.62,61.46,46.02,55.55,21.21,20.25,22.56,23.23,54.65,38.98
Seq_3752,37.74,131.18,28.09,23.82,51.69,18.59,53.63,25.17,20.18,22.87,68.87,45.89,36.92,58.41,42.10,31.55,33.75,28.49,145.38,76.58
Seq_3753,16.37,613.18,27.18,31.20,45.33,39.12,68.78,36.49,31.59,16.68,74.58,39.06,45.45,45.25,53.45,24.98,31.91,24.72,68.26,38.89
Seq_3754,20.10,0.00,37.66,32.42,28.39,28.20,70.80,52.22,32.01,14.00,49.45,38.16,48.62,40.17,35.32,24.29,29.27,16.94,176.55,42.98
Seq_3755,15.27,94.33,30.50,25.00,82.78,24.62,64.53,32.90,60.14,17.60,54.13,33.37,42.42,58.57,35.05,44.49,33.48,22.74,156.83,70.01
Seq_3756,8.83,57.61,23.48,41.97,53.30,22.15,76.03,22.62,0.00,35.61,58.04,36.40,52.88,31.66,43.15,9.99,66.04,18.94,88.26,135.62
Seq_3757,8.92,43.48,29.38,18.49,44.90,14.94,77.66,25.12,95.59,16.07,56.49,47.78,28.48,85.80,23.28,40.48,45.60,18.25,88.71,114.19
Seq_3758,28.32,113.51,22.29,24.46,30.27,35.26,83.50,16.46,19.67,50.86,33.85,27.09,40.22,46.05,25.24,28.42,63.03,29.86,40.53,39.23
Seq_3759,17.21,155.78,28.16,34.91,38.09,27.27,44.16,23.43,19.70,17.15,57.82,29.64,34.50,38.69,27.45,43.18,47.56,12.86,169.70,99.42
Seq_3760,24.84,176.79,36.52,19.57,68.32,18.39,94.41,22.73,21.95,17.32,50.30,41.50,47.91,61.05,45.55,41.73,36.63,23.33,558.07,82.34
Seq_3761,22.36,119.60,22.12,33.56,29.13,20.25,57.01,46.88,26.28,24.12,72.18,53.66,36.77,76.74,35.17,35.51,35.54,28.83,79.23,47.11
Seq_3762,52.68,112.19,22.34,27.81,93.39,25.99,53.81,13.71,15.83,15.40,79.24,22.66,41.81,76.86,46.38,31.25,58.01,20.17,0.00,29.76
Seq_3763,13.93,127.93,16.88,35.13,61.53,29.98,155.27,52.34,81.32,15.36,99.45,57.99,22.15,41.58,33.09,18.13,22.28,17.50,64.35,86.66
Seq_3764,23.19,186.47,29.87,21.63,34.04,23.10,95.69,21.36,31.94,15.72,176.76,48.37,49.42,34.67,24.36,34.55,25.31,34.13,101.74,68.44
Seq_3765,57.90,36.88,45.01,32.84,40.45,23.26,55.44,31.23,37.20,19.97,66.62,40.32,36.01,40.12,47.84,23.79,30.44,27.76,118.50,56.63
Seq_3766,25.56,81.56,42.44,15.52,25.53,18.83,34.72,49.06,21.55,20.79,41.70,26.29,15.50,92.98,67.66,38.05,24.62,16.60,0.00,67.41
Seq_3767,53.47,115.95,20.69,49.32,26.03,61.02,114.96,17.38,17.06,18.79,101.57,18.93,65.31,85.99,46.74,23.97,22.73,24.68,0.00,26.74
Seq_3768,18.08,59.93,20.80,9.20,49.37,42.85,33.33,14.77,14.62,15.35,100.01,42.75,47.45,0.00,17.73,79.07,32.99,21.36,24.05,27.13
Seq_3769,12.86,75.26,26.91,28.03,97.53,20.97,0.00,19.07,29.67,16.26,31.33,33.31,46.75,86.03,34.56,23.30,19.22,26.11,0.00,21.77
Seq_3770,17.37,114.52,29.34,19.92,109.46,28.80,41.22,10.50,24.81,15.67,77.46,27.10,70.26,53.39,32.86,27.57,47.00,18.73,111.00,35.15
Seq_3771,16.19,143.56,20.37,21.47,34.39,15.27,43.84,20.07,25.94,20.95,122.27,26.30,49.56,148.55,31.51,35.68,33.84,24.51,84.35,71.10
Seq_3772,18.54,127.88,28.32,22.12,55.03,16.63,54.08,35.21,55.67,27.67,64.79,34.36,34.52,41.99,20.76,43.34,25.83,21.50,57.23,84.63
Seq_3773,23.80,77.97,39.38,35.42,67.03,34.29,65.90,174.84,40.76,13.82,66.93,99.86,32.86,24.78,22.39,33.80,47.80,25.71,92.00,113.49
Seq_3774,23.35,78.80,20.73,21.05,38.68,46.04,32.11,18.19,17.27,40.08,30.03,35.56,53.81,28.22,52.69,42.81,25.44,25.80,0.00,22.41
Seq_3775,11.62,47.94,40.30,21.47,35.91,18.99,116.33,26.86,26.52,17.94,108.16,24.20,34.57,25.83,44.43,54.18,27.48,31.45,36.22,38.20
Seq_3776,16.61,0.00,23.31,28.00,183.15,15.72,44.65,48.82,71.92,12.23,125.67,119.90,32.57,53.41,23.47,31.58,39.11,22.99,48.91,126.90
Seq_3777,28.51,67.19,56.59,32.89,41.62,15.87,111.27,36.45,22.42,18.24,28.53,25.69,22.15,118.66,67.05,27.82,23.48,17.62,102.19,23.02
Seq_3778,28.11,123.24,32.13,76.14,34.90,15.80,67.58,34.86,97.88,33.48,156.94,35.09,29.12,35.39,27.86,16.15,33.34,42.44,37.52,43.03
Seq_3779,32.70,0.00,24.00,20.21,60.66,26.29,96.41,22.38,23.35,24.78,58.93,41.04,48.30,49.73,23.40,33.91,31.20,24.61,112.05,53.19
Seq_3780,30.87,85.69,33.37,26.43,52.44,25.52,87.22,27.97,29.16,19.73,55.11,45.22,27.67,60.53,24.06,28.14,65.00,18.21,77.03,92.75
Seq_3781,19.90,72.06,38.23,15.08,73.01,29.73,59.30,19.71,24.74,20.81,75.72,38.40,40.10,0.00,21.56,24.31,31.67,23.58,70.02,78.45
Seq_3782,27.33,143.40,22.44,57.38,39.36,27.94,38.74,48.55,42.03,17.43,31.89,50.08,27.20,58.46,25.95,23.49,29.22,17.94,52.45,46.96
Seq_3783,18.63,0.00,31.51,17.48,57.09,28.12,55.68,29.61,26.87,17.48,160.04,18.63,32.54,79.72,51.58,27.54,28.89,24.70,54.23,96.87
Seq_3784,19.00,88.64,38.20,24.03,45.42,23.78,76.07,34.07,22.70,20.95,48.56,30.03,21.45,40.00,36.79,66.29,30.25,26.35,122.04,50.67
Seq_3785,11.10,49.26,26.83,16.57,41.14,26.64,41.74,19.06,24.76,37.13,76.97,71.85,22.31,42.97,33.99,33.82,21.12,22.48,72.76,39.17
Seq_3786,40.91,171.66,33.95,17.87,29.30,34.29,40.70,30.13,31.31,12.79,30.94,43.50,19.49,42.90,24.78,44.94,92.61,26.49,132.98,24.89
Seq_3787,18.16,93.24,33.63,26.37,61.97,17.52,44.03,27.09,34.81,14.32,82.87,69.99,32.24,45.62,43.49,36.42,25.52,29.72,144.30,113.11
Seq_3788,34.49,96.97,24.22,30.08,34.85,18.90,148.62,42.84,30.89,31.06,51.12,18.93,49.76,68.94,57.66,22.46,32.36,34.19,77.11,21.47
Seq_3789,22.09,0.00,20.09,36.83,81.93,28.55,91.14,17.77,26.80,16.19,100.88,46.48,63.80,31.21,38.71,31.54,16.98,24.62,135.21,24.80
Seq_3790,17.00,177.06,33.38,20.97,54.78,15.34,63.71,62.39,66.55,13.05,229.73,65.84,57.26,50.18,19.65,54.67,36.57,27.76,120.46,108.39
Seq_3791,16.29,136.19,40.73,23.10,29.29,14.18,82.76,62.70,39.68,14.48,53.51,47.76,21.59,70.34,39.13,19.84,47.62,25.19,54.53,49.74
Seq_3792,69.37,93.53,26.55,24.77,75.59,38.45,40.03,35.98,19.12,19.06,52.52,32.40,35.96,33.40,48.76,25.00,49.92,37.79,87.72,68.40
Seq_3793,30.43,104.68,40.21,23.43,130.71,37.94,107.10,62.11,53.47,20.52,133.90,65.43,28.38,40.52,38.02,21.15,47.96,60.75,539.95,132.44
Seq_3794,23.18,267.78,24.36,62.75,57.29,20.84,55.23,24.40,53.49,30.05,81.92,25.70,26.92,66.86,55.07,30.84,28.83,30.68,108.47,37.03
Seq_3795,10.71,81.11,26.90,34.29,28.65,24.02,23.28,38.15,16.45,14.31,73.72,45.65,33.99,39.24,48.95,27.85,45.71,23.72,0.00,73.08
Seq_3796,32.13,96.23,33.02,10.43,42.55,17.31,113.03,16.22,21.29,19.26,54.53,59.12,42.28,26.01,17.73,32.02,44.99,18.07,0.00,62.17
Seq_3797,23.68,0.00,21.92,17.44,111.00,28.73,55.00,41.69,30.05,10.89,31.27,35.40,30.15,46.43,31.12,27.45,26.10,27.43,200.52,107.06
Seq_3798,20.59,331.76,26.49,39.69,40.93,20.33,49.10,55.14,33.58,23.34,62.86,60.85,25.16,48.59,39.34,33.24,28.86,27.41,76.99,36.48
Seq_3799,23.05,280.95,32.90,16.64,49.69,22.86,62.36,40.68,47.65,12.55,66.20,60.21,29.80,55.06,21.58,37.21,50.70,20.61,173.35,65.45
Seq_3800,27.23,142.46,30.67,28.54,69.21,26.74,81.88,37.64,26.87,19.84,90.35,31.84,41.60,51.18,35.03,29.78,41.07,26.53,149.82,120.61
Seq_3801,10.12,199.90,30.07,38.79,33.28,14.41,46.88,59.09,66.13,13.68,104.21,164.59,31.48,30.22,25.77,35.09,21.36,17.80,115.70,118.69
Seq_3802,27.47,40.02,28.20,35.93,55.27,13.39,40.43,23.40,19.84,19.40,51.31,33.37,23.65,47.42,37.34,65.62,20.00,16.94,92.04,55.85
Seq_3803,13.87,103.75,49.38,27.46,44.22,27.58,55.42,141.54,48.76,21.47,30.48,53.64,46.11,47.22,17.87,49.59,34.12,26.53,68.84,42.47
Seq_3804,28.59,0.00,33.60,20.87,33.91,18.95,45.38,23.19,24.47,22.59,44.60,31.64,23.67,39.18,14.10,26.37,67.42,18.67,80.55,21.44
Seq_3805,21.27,636.17,29.71,28.43,84.64,37.20,142.15,24.62,31.51,24.27,98.01,38.68,194.34,44.73,72.93,17.96,24.27,29.55,260.22,220.48
Seq_3806,40.37,111.00,42.64,22.56,36.38,16.46,78.13,15.67,18.28,25.35,98.04,27.72,28.41,68.17,19.03,39.35,26.48,17.62,183.31,84.54
Seq_3807,23.26,154.96,26.28,28.89,34.10,12.39,127.10,31.42,27.69,19.08,90.23,73.51,42.63,115.78,35.23,43.36,24.62,18.91,222.49,42.46
Seq_3808,8.76,127.57,37.71,12.07,54.12,21.87,39.84,47.01,48.54,10.29,81.69,42.59,61.14,25.21,16.60,25.35,34.58,34.66,83.19,89.84
Seq_3809,39.27,163.91,90.59,71.00,115.73,53.31,52.20,98.06,66.02,30.25,104.28,52.13,37.01,37.95,148.08,35.98,59.09,35.75,325.37,148.87
Seq_3810,18.39,154.79,19.52,32.51,34.13,20.89,63.98,19.65,33.09,17.08,78.05,49.87,30.53,80.69,60.28,30.07,30.40,33.85,118.33,40.21
Seq_3811,18.23,0.00,26.32,13.36,34.12,21.25,22.99,30.76,13.51,12.06,59.38,128.37,31.67,39.03,82.39,37.33,31.84,33.84,126.84,81.19
Seq_3812,19.30,247.90,19.88,24.84,59.15,19.78,76.63,35.25,36.33,18.14,77.21,66.57,43.14,49.40,28.55,23.50,29.39,25.30,62.52,89.63
Seq_3813,27.34,111.03,22.31,27.83,45.02,22.62,90.26,30.06,40.04,17.76,54.53,55.16,40.86,65.19,35.13,45.01,44.37,25.79,165.20,46.99
Seq_3814,21.15,0.00,29.01,53.36,60.19,29.16,54.80,26.65,47.72,23.90,121.34,22.50,34.08,89.96,44.93,17.77,19.84,27.46,81.11,54.76
Seq_3815,31.77,181.89,33.56,15.18,67.70,25.88,130.92,16.25,25.24,26.97,75.78,41.34,39.14,151.49,60.09,27.10,53.79,23.14,256.55,32.48
Seq_3816,13.53,0.00,30.94,29.51,49.38,18.75,91.36,25.09,28.32,15.55,247.00,44.53,61.98,37.66,20.90,34.22,21.24,13.91,135.72,51.02
Seq_3817,12.57,67.16,41.96,27.88,90.53,18.51,61.42,16.93,28.65,17.05,57.47,55.07,29.03,41.37,30.90,40.31,35.28,19.15,182.60,86.12
Seq_3818,14.15,156.71,22.45,29.51,67.71,17.76,40.83,35.84,84.92,18.01,107.17,94.61,29.57,76.60,20.50,53.95,36.53,17.56,155.04,148.17
Seq_3819,26.23,84.80,25.22,33.51,32.70,31.14,47.72,59.97,34.32,21.45,44.92,28.64,46.00,38.50,33.29,23.73,31.58,28.87,158.21,37.62
Seq_3820,42.19,342.12,27.62,21.73,43.24,43.42,68.17,22.40,22.28,17.66,108.33,25.77,36.11,46.91,64.95,21.72,26.70,25.87,84.58,40.80
Seq_3821,17.03,76.19,19.07,33.94,19.70,23.61,28.68,61.82,19.32,21.53,49.89,42.62,12.58,49.09,81.98,29.54,25.77,34.32,0.00,66.58
Seq_3822,24.43,46.19,33.34,39.70,25.32,27.40,46.67,70.99,57.59,13.93,42.42,49.06,19.59,46.39,19.14,32.38,26.92,36.27,66.18,53.40
Seq_3823,13.50,59.95,44.93,50.07,73.13,28.30,46.58,34.29,29.28,22.12,114.02,44.59,22.77,58.42,14.24,29.37,50.96,22.11,53.73,25.84
Seq_3824,14.00,122.53,39.87,101.21,30.47,19.49,219.46,16.63,48.45,14.34,23.43,45.34,65.58,35.30,54.95,26.34,19.62,16.28,48.26,33.87
Seq_3825,29.52,157.71,39.73,15.27,46.89,33.38,86.96,21.49,16.48,18.08,71.92,54.74,29.83,69.58,29.83,46.20,76.06,30.43,152.38,31.97
Seq_3826,22.11,0.00,28.36,34.79,39.54,22.85,100.52,17.48,18.19,9.85,68.86,50.28,29.97,58.04,42.15,19.35,25.80,19.81,167.00,59.20
Seq_3827,44.27,99.80,45.24,22.76,24.78,17.80,45.77,15.91,27.97,24.22,32.74,19.35,34.80,29.30,66.64,47.91,29.64,20.96,0.00,37.26
Seq_3828,26.29,346.30,26.70,20.01,66.42,21.67,68.38,24.74,23.70,20.91,110.39,43.54,56.49,46.10,30.85,58.98,28.76,25.30,396.17,53.34
Seq_3829,17.27,0.00,31.39,39.76,58.21,37.51,115.09,31.53,56.32,16.81,119.37,71.86,34.70,29.97,16.28,28.80,26.75,18.69,209.36,79.08
Seq_3830,10.27,0.00,26.07,23.89,73.24,26.95,42.85,34.04,49.01,14.64,67.30,141.01,47.32,70.40,16.76,21.17,31.40,26.98,74.12,90.35
Seq_3831,13.02,278.15,34.27,22.53,46.73,26.55,71.61,218.86,43.76,10.17,191.56,171.72,19.20,187.49,14.83,66.23,102.07,36.22,73.14,43.49
Seq_3832,28.91,77.50,57.52,14.48,27.32,13.90,21.49,28.18,20.04,25.19,47.16,25.62,31.36,0.00,49.40,23.58,57.45,19.17,0.00,60.51
Seq_3833,26.60,76.84,64.04,33.74,68.37,22.45,188.84,26.03,37.18,15.83,46.45,21.02,30.34,28.69,84.26,16.53,23.98,30.30,102.94,44.40
Seq_3834,42.18,266.66,24.58,23.03,36.77,25.78,48.20,30.16,22.80,21.70,219.48,36.62,40.73,64.46,85.51,31.63,45.34,29.71,90.19,35.12
Seq_3835,26.03,61.71,35.33,34.30,29.06,26.82,55.81,31.72,29.82,16.90,196.01,38.07,33.43,69.68,145.29,33.83,19.76,26.35,45.13,53.02
Seq_3836,18.14,113.43,30.19,23.02,82.10,36.78,113.43,30.32,30.29,11.07,84.37,102.23,51.72,39.69,45.27,27.33,33.39,40.85,87.16,29.54
Seq_3837,18.75,220.33,27.61,28.03,37.34,17.08,134.68,27.61,51.37,22.50,58.39,51.92,24.99,62.91,26.28,56.18,32.35,24.53,68.88,107.02
Seq_3838,21.67,111.83,23.58,26.68,54.80,27.09,117.24,31.58,19.75,16.60,73.35,35.46,27.84,52.66,35.52,31.58,28.08,23.58,114.93,82.51
Seq_3839,19.40,58.17,45.27,83.42,124.39,26.76,69.58,64.91,97.57,38.60,229.43,28.15,32.18,43.70,48.96,22.46,24.76,23.53,62.95,34.18
Seq_3840,40.08,53.92,35.45,18.17,57.25,25.69,118.44,89.79,36.30,26.70,57.79,47.60,27.14,33.82,33.11,24.86,82.20,32.12,230.48,115.10
Seq_3841,26.52,194.57,33.78,28.55,27.49,23.27,81.43,50.93,25.29,18.06,97.23,39.49,45.10,67.55,48.92,25.10,32.45,23.97,99.67,43.93
Seq_3842,25.03,122.70,35.16,25.21,37.41,15.14,48.47,31.47,15.88,34.93,88.58,27.83,34.14,49.63,21.64,26.96,23.81,19.03,149.80,36.39
Seq_3843,34.09,210.16,47.66,47.46,30.87,37.17,96.37,23.69,66.95,20.24,72.65,34.45,44.11,81.81,39.04,43.38,57.74,34.40,119.62,49.07
Seq_3844,37.33,51.42,44.36,22.13,78.51,28.79,116.49,39.96,27.45,32.99,86.54,64.56,25.86,39.04,36.97,20.56,24.21,38.92,69.76,121.68
Seq_3845,16.43,59.78,34.95,30.38,30.48,21.59,70.57,34.25,20.10,15.19,49.74,64.69,27.06,24.30,29.38,18.49,33.28,18.75,68.36,35.37
Seq_3846,26.77,143.13,55.76,22.65,69.76,24.94,56.70,28.16,32.05,25.84,68.49,33.13,27.53,23.32,31.79,36.69,26.15,43.32,72.05,114.61
Seq_3847,15.90,81.88,20.45,20.17,57.58,39.40,116.99,9.93,13.77,16.52,39.37,64.67,53.92,84.62,19.44,64.06,34.58,31.65,0.00,82.82
Seq_3848,19.60,137.29,19.54,18.10,34.34,26.65,86.13,87.39,231.80,19.28,82.97,68.74,21.91,86.54,24.89,43.82,34.45,25.46,129.52,54.29
Seq_3849,19.91,45.95,25.31,27.58,31.24,20.76,28.11,38.98,14.65,28.39,51.28,36.67,47.76,43.26,23.23,24.60,29.77,13.93,71.53,38.38
Seq_3850,22.00,117.84,44.85,26.80,46.98,14.97,37.71,48.04,36.47,17.80,44.58,63.67,39.25,49.14,31.42,23.53,42.56,31.72,45.61,40.92
Seq_3851,25.03,115.23,29.31,29.57,89.25,24.75,69.28,58.01,34.90,28.67,81.10,72.97,33.80,44.24,35.87,19.14,44.95,39.98,318.95,87.44
Seq_3852,19.89,75.33,25.18,19.99,26.06,23.70,105.12,21.27,50.95,22.62,45.14,55.89,39.62,30.24,66.05,36.63,26.67,41.57,156.98,55.79
Seq_3853,20.17,107.60,27.76,26.59,62.54,25.84,189.63,23.45,16.27,19.99,63.68,26.09,36.86,47.32,173.17,38.86,28.88,17.89,0.00,106.79
Seq_3854,16.48,75.76,45.90,23.11,22.49,16.52,54.89,36.62,12.07,61.30,20.86,79.09,25.08,43.11,17.91,40.19,33.45,19.10,46.46,31.40
Seq_3855,35.44,74.89,42.59,36.42,70.46,20.17,59.24,85.09,99.48,30.18,368.54,32.33,25.73,48.34,65.96,26.47,32.16,42.26,236.75,70.41
Seq_3856,26.39,194.61,38.76,22.29,38.84,18.88,69.12,28.23,24.66,22.07,53.41,49.68,50.96,66.17,22.70,28.74,39.32,19.27,202.16,46.63
Seq_3857,16.77,129.69,22.07,32.28,44.21,28.03,66.44,21.00,28.68,18.62,81.14,45.02,35.39,58.38,40.27,37.87,31.14,29.09,82.04,42.65
Seq_3858,50.13,73.96,25.67,30.48,91.76,47.22,93.82,48.79,27.64,37.05,68.43,35.69,42.87,29.04,26.27,28.10,31.45,38.17,91.31,39.52
Seq_3859,21.10,60.74,23.00,30.20,47.35,19.80,52.71,26.26,25.91,27.74,71.47,50.05,29.18,64.68,30.59,34.19,26.72,30.70,55.15,35.14
Seq_3860,33.84,94.74,43.10,25.41,50.10,25.67,69.03,30.54,42.13,15.00,47.77,55.80,22.75,30.00,35.27,26.68,32.71,27.36,143.16,35.87
Seq_3861,33.52,283.59,23.95,26.41,42.12,26.46,58.57,42.84,35.60,21.96,59.49,23.06,42.38,95.60,29.05,29.90,40.26,24.99,46.89,27.66
Seq_3862,43.34,130.74,26.76,23.77,39.82,41.72,41.06,37.28,19.61,24.14,82.50,59.93,24.19,46.28,60.79,15.95,29.87,17.10,91.92,81.59
Seq_3863,21.41,198.53,24.46,29.70,38.33,26.90,149.06,24.72,28.31,21.70,133.02,41.87,68.13,40.55,36.98,26.17,33.94,22.08,377.81,67.17
Seq_3864,33.16,84.84,39.86,37.15,39.24,22.97,37.66,33.28,14.43,29.18,49.69,53.53,46.74,72.47,30.16,39.63,24.52,31.04,103.76,49.46
Seq_3865,55.92,45.04,18.99,13.66,21.05,22.23,30.37,29.92,19.76,17.31,83.16,30.05,31.05,80.07,40.84,41.12,45.43,20.41,46.09,41.61
Seq_3866,28.14,72.54,22.18,19.29,43.42,23.01,45.46,22.26,32.34,28.21,48.62,55.60,18.71,44.58,33.19,38.13,29.94,20.12,35.24,68.62
Seq_3867,9.64,129.95,24.77,24.48,41.49,20.53,73.00,29.41,22.95,18.96,47.14,53.83,60.42,38.14,35.16,35.65,36.18,42.29,93.04,40.50
Seq_3868,50.64,142.10,18.84,31.74,56.51,23.53,82.47,24.85,191.76,32.84,101.56,42.45,36.31,76.11,45.71,30.30,24.75,29.53,49.70,28.37
Seq_3869,22.33,115.34,33.23,19.54,45.98,22.23,41.88,63.22,88.60,18.87,47.86,150.42,28.57,35.27,18.19,82.27,26.72,28.20,60.39,34.22
Seq_3870,40.16,163.39,21.22,32.60,77.59,16.21,42.74,24.06,31.24,18.34,68.77,38.73,31.19,54.19,42.10,19.33,35.44,28.13,82.10,34.24
Seq_3871,12.82,185.52,55.44,15.62,32.23,14.39,41.55,41.58,50.92,15.01,109.24,71.54,27.29,58.45,16.19,33.29,54.12,23.17,196.40,48.76
Seq_3872,26.37,0.00,25.89,16.90,38.89,19.93,34.83,23.92,41.94,8.38,67.73,26.03,16.32,39.22,25.25,64.97,23.38,19.69,64.83,44.83
Seq_3873,39.96,92.11,26.43,23.67,30.36,25.26,46.22,29.73,24.65,41.46,101.19,40.12,26.15,50.39,40.87,43.19,29.46,38.90,90.07,32.09
Seq_3874,37.99,0.00,29.39,30.00,43.38,12.86,21.06,20.16,26.60,15.79,49.08,19.60,18.49,43.28,28.79,33.08,53.89,20.26,146.28,68.69
Seq_3875,20.43,182.62,26.99,33.27,40.16,28.79,47.59,47.75,65.83,20.87,154.32,60.26,44.02,48.17,31.85,30.25,30.72,32.37,60.64,31.75
Seq_3876,24.32,147.05,36.63,18.20,77.46,43.99,156.82,32.34,21.89,24.88,63.95,53.63,36.21,34.09,50.17,25.39,42.95,21.36,150.95,104.63
Seq_3877,15.07,273.43,36.27,22.42,60.61,17.61,182.67,34.97,27.68,15.85,74.87,46.11,53.10,32.64,35.22,27.97,41.87,21.82,214.33,89.88
Seq_3878,32.32,99.73,37.57,35.21,50.67,27.74,108.80,40.63,24.57,23.87,138.37,50.98,34.51,51.43,34.70,22.69,30.18,21.13,285.13,54.02
Seq_3879,32.74,0.00,29.36,37.90,35.14,20.41,63.56,26.23,26.89,17.59,48.23,33.78,26.91,39.59,105.63,24.73,29.98,17.24,82.97,48.99
Seq_3880,26.91,122.48,19.95,24.85,31.26,24.56,108.01,25.95,16.87,21.54,73.47,36.55,23.97,25.02,79.45,32.30,39.51,21.66,350.30,80.22
Seq_3881,21.07,140.37,37.75,30.24,49.45,27.71,56.79,24.67,26.92,19.51,54.87,39.60,39.39,52.72,50.41,24.70,34.76,21.80,100.36,36.94
Seq_3882,30.96,87.54,17.43,26.61,52.82,20.46,72.48,53.91,96.80,30.09,83.88,27.85,38.19,19.97,58.83,19.03,19.37,25.97,77.88,20.95
Seq_3883,40.49,215.62,50.00,52.27,34.16,34.24,125.36,22.99,31.10,15.89,85.36,56.17,60.60,55.31,36.39,24.27,31.31,30.91,107.47,73.40
Seq_3884,19.98,0.00,39.68,21.86,31.65,29.56,33.08,0.00,22.22,7.10,30.21,19.55,0.00,16.67,12.16,19.08,27.95,22.82,0.00,0.00
Seq_3885,18.68,59.65,27.15,43.38,57.67,27.61,77.20,28.19,24.14,21.55,41.74,39.06,91.39,41.48,111.77,23.36,31.76,32.09,54.49,110.03
Seq_3886,19.38,50.72,29.45,39.86,23.15,54.41,87.13,51.69,28.39,18.50,52.94,47.56,41.64,39.95,36.41,39.98,45.39,21.74,111.86,27.11
Seq_3887,10.34,0.00,23.64,23.42,42.60,14.98,48.81,38.39,46.64,11.70,220.00,117.84,25.67,118.16,27.51,36.53,19.42,10.95,0.00,141.90
Seq_3888,15.19,76.18,22.24,35.20,21.05,21.85,37.36,29.08,60.63,23.71,62.57,47.70,27.88,28.04,51.57,26.89,24.82,24.09,108.48,216.47
Seq_3889,19.51,77.79,23.61,18.99,35.10,24.97,42.96,103.64,61.87,16.03,40.07,115.30,18.29,79.64,31.27,19.12,44.82,17.92,68.13,28.25
Seq_3890,44.47,0.00,25.54,16.80,40.01,33.60,44.59,34.99,30.64,10.05,81.66,29.89,35.48,45.47,25.13,16.94,21.39,29.53,29.68,26.88
Seq_3891,30.05,93.20,24.73,16.49,23.10,17.12,97.54,34.67,25.40,17.91,49.16,22.10,36.15,58.50,25.39,23.06,44.60,30.10,122.62,32.26
Seq_3892,13.45,98.34,21.03,26.60,56.69,43.61,90.78,26.11,24.05,20.03,55.06,29.86,35.13,48.80,46.76,35.53,25.86,16.11,0.00,35.33
Seq_3893,14.93,0.00,38.19,23.14,38.55,14.16,44.85,29.03,10.26,13.29,110.01,42.90,76.26,29.26,18.40,41.58,32.04,13.62,0.00,38.26
Seq_3894,42.33,93.18,42.72,35.29,40.60,22.05,89.75,20.70,41.41,22.58,96.72,27.71,83.41,33.75,26.63,36.90,24.58,65.02,97.32,55.47
Seq_3895,20.97,370.05,23.00,35.03,62.25,26.98,104.02,28.94,16.74,23.96,76.39,30.67,43.88,38.63,196.72,26.91,28.77,33.55,58.65,46.55
Seq_3896,37.79,58.87,24.65,24.94,44.57,45.18,61.80,22.10,20.40,27.70,96.32,22.37,54.69,43.56,29.74,28.24,27.69,45.33,33.67,36.38
Seq_3897,19.47,103.12,37.81,23.66,66.92,22.68,61.47,22.21,46.74,17.34,70.30,64.05,34.85,17.15,23.22,53.50,32.01,16.39,57.51,63.92
Seq_3898,16.19,250.81,30.92,21.42,59.21,29.32,125.44,29.79,43.41,25.00,77.51,47.46,37.60,41.31,50.45,36.69,22.68,21.31,143.17,121.24
Seq_3899,20.04,221.58,46.20,22.38,79.41,29.52,91.61,93.72,35.35,29.25,92.62,69.25,51.57,50.95,36.54,29.57,38.63,31.49,254.72,131.27
